SN,open,high,low,close,change,pct_change,turnover,date
1092,"1,567.64","1,568.06","1,552.91","1,553.72",-13.92,-0.89,"409,729,984.00",2017-10-25
1093,"1,568.30","1,572.40","1,562.56","1,567.64",-0.66,-0.04,"377,179,008.00",2017-10-24
1094,"1,571.92","1,575.67","1,564.48","1,568.30",-3.62,-0.23,"377,179,008.00",2017-10-23
1095,"1,568.35","1,586.89","1,567.96","1,571.92",3.57,0.23,"346,168,992.00",2017-10-22
1096,"1,559.18","1,568.52","1,548.32","1,568.35",9.17,0.59,"350,052,000.00",2017-10-18
1097,"1,564.90","1,573.91","1,552.12","1,559.18",-5.72,-0.37,"554,140,032.00",2017-10-17
1098,"1,518.28","1,564.99","1,518.28","1,564.90",46.62,3.07,"545,788,032.00",2017-10-16
1099,"1,510.02","1,518.47","1,507.95","1,518.28",8.26,0.55,"498,376,000.00",2017-10-15
1100,"1,505.99","1,512.30","1,505.52","1,510.02",4.03,0.27,"386,200,992.00",2017-10-12
1101,"1,502.63","1,513.38","1,499.38","1,505.99",3.36,0.22,"274,908,000.00",2017-10-11
1102,"1,501.89","1,507.82","1,493.97","1,502.63",0.74,0.05,"297,796,000.00",2017-10-10
1103,"1,510.01","1,513.06","1,493.83","1,501.89",-8.12,-0.54,"308,187,008.00",2017-10-09
1104,"1,542.65","1,542.53","1,492.20","1,510.01",-32.64,-2.12,"389,966,016.00",2017-10-08
1105,"1,556.35","1,558.61","1,539.89","1,542.65",-13.70,-0.88,"272,360,992.00",2017-10-04
1106,"1,549.46","1,556.35","1,546.10","1,556.35",6.89,0.44,"129,759,000.00",2017-10-03
1107,"1,545.44","1,553.44","1,545.34","1,549.46",4.02,0.26,"303,448,000.00",2017-09-26
1108,"1,536.92","1,545.65","1,536.85","1,545.44",8.52,0.55,"255,570,000.00",2017-09-25
1109,"1,539.81","1,540.38","1,534.61","1,536.92",-2.89,-0.19,"271,105,984.00",2017-09-24
1110,"1,543.70","1,546.89","1,530.23","1,539.81",-3.89,-0.25,"414,631,008.00",2017-09-20
1111,"1,547.94","1,556.34","1,541.31","1,543.70",-4.24,-0.27,"450,840,992.00",2017-09-18
1112,"1,530.31","1,549.11","1,528.94","1,547.94",17.63,1.15,"576,883,008.00",2017-09-17
1113,"1,493.20","1,530.31","1,489.40","1,530.31",37.11,2.49,"591,177,984.00",2017-09-14
1114,"1,502.20","1,509.24","1,483.96","1,493.20",-9.00,-0.60,"591,177,984.00",2017-09-13
1115,"1,523.26","1,523.26","1,499.55","1,502.20",-21.06,-1.38,"540,275,008.00",2017-09-12
1116,"1,519.66","1,530.23","1,510.23","1,523.26",3.60,0.24,"727,353,984.00",2017-09-11
1117,"1,554.55","1,556.77","1,519.12","1,519.66",-34.89,-2.24,"877,347,968.00",2017-09-10
1118,"1,566.50","1,571.01","1,553.99","1,554.55",-11.95,-0.76,"653,435,008.00",2017-09-07
1119,"1,554.56","1,580.40","1,554.56","1,566.50",11.94,0.77,"702,812,032.00",2017-09-06
1120,"1,580.03","1,580.86","1,553.87","1,554.56",-25.47,-1.61,"809,582,016.00",2017-09-04
1121,"1,598.36","1,599.03","1,577.68","1,580.03",-18.33,-1.15,"789,476,992.00",2017-08-31
1122,"1,612.91","1,614.75","1,595.92","1,598.36",-14.55,-0.90,"848,014,976.00",2017-08-30
1123,"1,622.32","1,627.35","1,611.91","1,612.91",-9.41,-0.58,"870,353,984.00",2017-08-28
1124,"1,617.81","1,627.98","1,617.86","1,622.32",4.51,0.28,"718,817,984.00",2017-08-27
1125,"1,611.27","1,618.03","1,608.96","1,617.81",6.54,0.41,"555,446,976.00",2017-08-24
1126,"1,614.05","1,617.58","1,609.89","1,611.27",-2.78,-0.17,"574,001,024.00",2017-08-23
1127,"1,611.57","1,622.68","1,607.18","1,614.05",2.48,0.15,"662,060,032.00",2017-08-22
1128,"1,617.97","1,619.32","1,609.41","1,611.57",-6.40,-0.40,"474,737,984.00",2017-08-21
1129,"1,629.75","1,633.72","1,617.06","1,617.97",-11.78,-0.72,"705,353,984.00",2017-08-20
1130,"1,632.66","1,633.90","1,624.05","1,629.75",-2.91,-0.18,"629,568,000.00",2017-08-17
1131,"1,629.16","1,644.52","1,625.01","1,632.66",3.50,0.21,"631,038,976.00",2017-08-16
1132,"1,642.13","1,644.74","1,628.04","1,629.16",-12.97,-0.79,"701,028,992.00",2017-08-15
1133,"1,653.53","1,661.18","1,640.84","1,642.13",-11.40,-0.69,"743,803,008.00",2017-08-13
1134,"1,661.72","1,664.11","1,650.20","1,653.53",-8.19,-0.49,"869,953,984.00",2017-08-10
1135,"1,667.94","1,675.31","1,661.25","1,661.72",-6.22,-0.37,"824,171,008.00",2017-08-09
1136,"1,665.05","1,671.46","1,663.26","1,667.94",2.89,0.17,"868,548,992.00",2017-08-07
1137,"1,660.58","1,670.01","1,659.99","1,665.05",4.47,0.27,"962,364,992.00",2017-08-06
1138,"1,662.74","1,669.00","1,658.88","1,660.58",-2.16,-0.13,"1,081,469,952.00",2017-08-03
1139,"1,660.25","1,668.55","1,659.19","1,662.74",2.49,0.15,"1,019,910,016.00",2017-08-02
1140,"1,652.69","1,661.73","1,652.36","1,660.25",7.56,0.46,"1,013,820,032.00",2017-08-01
1141,"1,643.28","1,657.01","1,643.28","1,652.69",9.41,0.57,"978,681,024.00",2017-07-31
1142,"1,646.53","1,649.93","1,635.42","1,643.28",-3.25,-0.20,"932,892,992.00",2017-07-30
1143,"1,645.03","1,653.20","1,637.67","1,646.53",1.50,0.09,"1,120,790,016.00",2017-07-27
1144,"1,636.19","1,649.53","1,636.19","1,645.03",8.84,0.54,"1,109,970,048.00",2017-07-26
1145,"1,629.08","1,645.57","1,627.76","1,636.19",7.11,0.44,"808,281,984.00",2017-07-25
1146,"1,635.56","1,636.01","1,625.09","1,629.08",-6.48,-0.40,"1,008,200,000.00",2017-07-24
1147,"1,635.75","1,640.30","1,633.82","1,635.56",-0.19,-0.01,"1,021,249,984.00",2017-07-23
1148,"1,637.27","1,640.34","1,633.60","1,635.75",-1.52,-0.09,"907,945,984.00",2017-07-20
1149,"1,638.41","1,652.73","1,634.97","1,637.27",-1.14,-0.07,"1,107,469,952.00",2017-07-19
1150,"1,604.15","1,638.41","1,603.76","1,638.41",34.26,2.14,"1,102,710,016.00",2017-07-18
1151,"1,583.57","1,604.31","1,582.48","1,604.15",20.58,1.30,"599,289,984.00",2017-07-17
1152,"1,582.67","1,584.38","1,580.08","1,583.57",0.90,0.06,"430,724,000.00",2017-07-16
1153,"1,587.56","1,589.16","1,578.94","1,582.67",-4.89,-0.31,"716,166,976.00",2017-07-13
1154,"1,585.01","1,590.61","1,582.06","1,587.56",2.55,0.16,"561,254,016.00",2017-07-12
1155,"1,575.22","1,586.35","1,571.75","1,585.01",9.79,0.62,"544,070,976.00",2017-07-11
1156,"1,584.15","1,584.34","1,572.00","1,575.22",-8.93,-0.56,"642,406,976.00",2017-07-10
1157,"1,582.11","1,605.39","1,561.79","1,584.15",2.04,0.13,"1,042,430,016.00",2017-07-09
1158,"1,551.06","1,582.52","1,550.77","1,582.11",31.05,2.00,"712,723,008.00",2017-07-06
1159,"1,541.28","1,551.07","1,537.99","1,551.06",9.78,0.63,"455,596,992.00",2017-07-05
1160,"1,544.29","1,546.13","1,540.62","1,541.28",-3.01,-0.19,"354,695,008.00",2017-07-04
1161,"1,541.82","1,551.98","1,541.06","1,544.29",2.47,0.16,"402,097,984.00",2017-07-03
1162,"1,563.81","1,563.93","1,539.75","1,541.82",-21.99,-1.41,"520,582,016.00",2017-07-02
1163,"1,565.09","1,566.35","1,559.61","1,563.81",-1.28,-0.08,"450,164,992.00",2017-06-28
1164,"1,567.72","1,571.72","1,563.04","1,565.09",-2.63,-0.17,"578,462,976.00",2017-06-27
1165,"1,559.49","1,569.94","1,559.30","1,567.72",8.23,0.53,"582,424,000.00",2017-06-25
1166,"1,554.69","1,565.56","1,554.43","1,559.49",4.80,0.31,"494,652,000.00",2017-06-22
1167,"1,551.07","1,559.07","1,548.04","1,554.69",3.62,0.23,"425,968,000.00",2017-06-21
1168,"1,555.16","1,560.35","1,542.06","1,551.07",-4.09,-0.26,"552,184,000.00",2017-06-20
1169,"1,575.98","1,576.82","1,554.09","1,555.16",-20.82,-1.32,"614,467,968.00",2017-06-19
1170,"1,589.59","1,591.90","1,574.73","1,575.98",-13.61,-0.86,"533,216,000.00",2017-06-18
1171,"1,584.49","1,605.01","1,578.66","1,589.59",5.10,0.32,"612,854,976.00",2017-06-15
1172,"1,585.15","1,586.92","1,581.41","1,584.49",-0.66,-0.04,"530,158,016.00",2017-06-14
1173,"1,580.52","1,592.02","1,576.46","1,585.15",4.63,0.29,"468,572,000.00",2017-06-13
1174,"1,590.49","1,593.39","1,577.75","1,580.52",-9.97,-0.63,"482,025,984.00",2017-06-12
1175,"1,615.19","1,618.98","1,589.71","1,590.49",-24.70,-1.53,"646,574,976.00",2017-06-11
1176,"1,623.13","1,623.50","1,610.02","1,615.19",-7.94,-0.49,"474,460,992.00",2017-06-08
1177,"1,637.37","1,651.29","1,622.27","1,623.13",-14.24,-0.87,"752,364,032.00",2017-06-07
1178,"1,602.65","1,637.39","1,602.65","1,637.37",34.72,2.17,"896,185,024.00",2017-06-06
1179,"1,593.81","1,610.30","1,593.90","1,602.65",8.84,0.55,"546,643,008.00",2017-06-05
1180,"1,604.31","1,606.13","1,590.67","1,593.81",-10.50,-0.65,"527,332,000.00",2017-06-04
1181,"1,608.11","1,614.85","1,604.20","1,604.31",-3.80,-0.24,"562,675,968.00",2017-06-01
1182,"1,594.43","1,612.80","1,582.72","1,608.11",13.68,0.86,"649,315,968.00",2017-05-31
1183,"1,615.58","1,616.07","1,592.40","1,594.43",-21.15,-1.31,"732,868,992.00",2017-05-30
1184,"1,629.58","1,629.90","1,611.22","1,615.58",-14.00,-0.86,"723,315,968.00",2017-05-28
1185,"1,626.51","1,632.11","1,615.18","1,629.58",3.07,0.19,"629,254,976.00",2017-05-24
1186,"1,616.40","1,636.14","1,611.61","1,626.51",10.11,0.63,"754,849,024.00",2017-05-23
1187,"1,627.24","1,629.38","1,612.07","1,616.40",-10.84,-0.67,"513,321,984.00",2017-05-22
1188,"1,643.87","1,648.35","1,625.49","1,627.24",-16.63,-1.01,"641,156,992.00",2017-05-21
1189,"1,644.26","1,646.04","1,635.65","1,643.87",-0.39,-0.02,"757,734,976.00",2017-05-18
1190,"1,649.24","1,655.09","1,644.25","1,644.26",-4.98,-0.30,"574,614,976.00",2017-05-17
1191,"1,659.23","1,660.52","1,647.63","1,649.24",-9.99,-0.60,"447,912,000.00",2017-05-16
1192,"1,658.58","1,675.57","1,658.16","1,659.23",0.65,0.04,"596,112,000.00",2017-05-15
1193,"1,650.81","1,659.05","1,650.72","1,658.58",7.77,0.47,"840,556,032.00",2017-05-11
1194,"1,637.30","1,651.09","1,637.21","1,650.81",13.51,0.83,"597,118,976.00",2017-05-09
1195,"1,628.98","1,647.21","1,627.02","1,637.30",8.32,0.51,"560,332,032.00",2017-05-08
1196,"1,653.18","1,655.72","1,625.76","1,628.98",-24.20,-1.46,"668,144,000.00",2017-05-07
1197,"1,662.38","1,668.30","1,652.21","1,653.18",-9.20,-0.55,"752,230,976.00",2017-05-04
1198,"1,658.33","1,679.82","1,658.88","1,662.38",4.05,0.24,"864,366,976.00",2017-05-03
1199,"1,650.78","1,667.97","1,642.37","1,658.33",7.55,0.46,"874,723,968.00",2017-05-02
1200,"1,670.62","1,670.69","1,648.11","1,650.78",-19.84,-1.19,"747,966,016.00",2017-04-30
1201,"1,670.30","1,679.31","1,656.68","1,670.62",0.32,0.02,"1,063,420,032.00",2017-04-27
1202,"1,672.38","1,677.90","1,666.09","1,670.30",-2.08,-0.12,"856,094,976.00",2017-04-26
1203,"1,675.78","1,682.91","1,668.71","1,672.38",-3.40,-0.20,"1,036,600,000.00",2017-04-25
1204,"1,693.72","1,696.85","1,673.08","1,675.78",-17.94,-1.06,"941,086,976.00",2017-04-24
1205,"1,658.34","1,724.54","1,659.46","1,693.72",35.38,2.13,"1,515,859,968.00",2017-04-23
1206,"1,662.02","1,684.33","1,653.62","1,658.34",-3.68,-0.22,"1,299,580,032.00",2017-04-20
1207,"1,612.04","1,662.02","1,609.80","1,662.02",49.98,3.10,"1,037,200,000.00",2017-04-19
1208,"1,651.61","1,651.74","1,603.59","1,612.04",-39.57,-2.40,"1,458,509,952.00",2017-04-18
1209,"1,697.13","1,704.02","1,651.10","1,651.61",-45.52,-2.68,"1,163,069,952.00",2017-04-16
1210,"1,703.07","1,709.08","1,679.68","1,697.13",-5.94,-0.35,"1,391,820,032.00",2017-04-13
1211,"1,709.82","1,737.91","1,702.70","1,703.07",-6.75,-0.40,"1,986,259,968.00",2017-04-12
1212,"1,676.22","1,710.74","1,676.25","1,709.82",33.60,2.00,"1,860,470,016.00",2017-04-11
1213,"1,651.60","1,677.18","1,651.28","1,676.22",24.62,1.49,"1,542,029,952.00",2017-04-10
1214,"1,651.04","1,665.55","1,644.31","1,651.60",0.56,0.03,"1,194,230,016.00",2017-04-09
1215,"1,657.02","1,666.91","1,642.91","1,651.04",-5.98,-0.36,"1,351,320,064.00",2017-04-06
1216,"1,660.52","1,675.95","1,635.22","1,657.02",-3.50,-0.21,"1,566,310,016.00",2017-04-04
1217,"1,667.11","1,746.82","1,648.21","1,660.52",-6.59,-0.40,"2,442,589,952.00",2017-04-03
1218,"1,587.64","1,667.11","1,587.64","1,667.11",79.47,5.01,"903,900,032.00",2017-04-02
1219,"1,588.29","1,600.57","1,569.43","1,587.64",-0.65,-0.04,"1,447,270,016.00",2017-03-30
1220,"1,610.62","1,644.77","1,587.21","1,588.29",-22.33,-1.39,"2,043,980,032.00",2017-03-29
1221,"1,533.83","1,610.67","1,533.83","1,610.62",76.79,5.01,"1,339,960,064.00",2017-03-28
1222,"1,486.04","1,546.48","1,486.04","1,533.83",47.79,3.22,"1,511,490,048.00",2017-03-26
1223,"1,481.08","1,495.58","1,469.57","1,486.04",4.96,0.33,"961,484,032.00",2017-03-23
1224,"1,462.23","1,513.19","1,462.23","1,481.08",18.85,1.29,"1,306,419,968.00",2017-03-22
1225,"1,424.38","1,463.09","1,412.97","1,462.23",37.85,2.66,"1,313,200,000.00",2017-03-21
1226,"1,382.19","1,424.78","1,381.87","1,424.38",42.19,3.05,"1,205,650,048.00",2017-03-20
1227,"1,357.34","1,382.30","1,357.08","1,382.19",24.85,1.83,"640,144,000.00",2017-03-19
1228,"1,356.13","1,359.65","1,354.75","1,357.34",1.21,0.09,"417,496,000.00",2017-03-16
1229,"1,347.09","1,358.24","1,340.30","1,356.13",9.04,0.67,"287,448,992.00",2017-03-15
1230,"1,355.23","1,360.37","1,346.70","1,347.09",-8.14,-0.60,"309,343,008.00",2017-03-14
1231,"1,347.53","1,359.49","1,347.56","1,355.23",7.70,0.57,"335,582,016.00",2017-03-13
1232,"1,341.56","1,353.45","1,341.48","1,347.53",5.97,0.44,"452,680,992.00",2017-03-09
1233,"1,358.41","1,358.48","1,339.27","1,341.56",-16.85,-1.24,"402,360,992.00",2017-03-07
1234,"1,354.34","1,371.53","1,353.47","1,358.41",4.07,0.30,"732,656,000.00",2017-03-06
1235,"1,329.41","1,358.27","1,328.00","1,354.34",24.93,1.88,"558,435,968.00",2017-03-05
1236,"1,316.80","1,329.41","1,316.80","1,329.41",12.61,0.96,"400,524,992.00",2017-03-02
1237,"1,299.29","1,316.96","1,299.10","1,316.80",17.51,1.35,"314,716,000.00",2017-03-01
1238,"1,313.01","1,313.01","1,294.19","1,299.29",-13.72,-1.04,"528,111,008.00",2017-02-28
1239,"1,337.46","1,338.49","1,313.01","1,313.01",-24.45,-1.83,"245,987,008.00",2017-02-26
1240,"1,344.11","1,344.07","1,335.68","1,337.46",-6.65,-0.49,"269,056,000.00",2017-02-23
1241,"1,357.57","1,358.91","1,338.45","1,344.11",-13.46,-0.99,"319,015,008.00",2017-02-22
1242,"1,365.11","1,385.90","1,346.59","1,357.57",-7.54,-0.55,"577,590,016.00",2017-02-21
1243,"1,369.35","1,394.06","1,361.05","1,365.11",-4.24,-0.31,"798,889,024.00",2017-02-20
1244,"1,343.85","1,369.41","1,326.71","1,369.35",25.50,1.90,"628,798,016.00",2017-02-19
1245,"1,316.80","1,345.33","1,314.08","1,343.85",27.05,2.05,"621,523,968.00",2017-02-16
1246,"1,274.97","1,316.81","1,275.06","1,316.80",41.83,3.28,"520,287,008.00",2017-02-15
1247,"1,278.98","1,284.04","1,260.84","1,274.97",-4.01,-0.31,"390,963,008.00",2017-02-14
1248,"1,252.50","1,278.98","1,218.86","1,278.98",26.48,2.11,"462,281,984.00",2017-02-13
1249,"1,296.23","1,297.30","1,252.42","1,252.50",-43.73,-3.37,"451,153,984.00",2017-02-12
1250,"1,322.98","1,323.32","1,296.20","1,296.23",-26.75,-2.02,"411,400,992.00",2017-02-09
1251,"1,344.60","1,346.26","1,321.23","1,322.98",-21.62,-1.61,"324,199,008.00",2017-02-08
1252,"1,348.84","1,350.96","1,338.06","1,344.60",-4.24,-0.31,"297,356,992.00",2017-02-07
1253,"1,364.50","1,364.86","1,346.19","1,348.84",-15.66,-1.15,"222,291,008.00",2017-02-06
1254,"1,382.45","1,384.00","1,353.76","1,364.50",-17.95,-1.30,"255,400,992.00",2017-02-05
1255,"1,389.83","1,416.93","1,377.19","1,382.45",-7.38,-0.53,"516,676,000.00",2017-02-02
1256,"1,326.60","1,390.56","1,326.60","1,389.83",63.23,4.77,"564,668,032.00",2017-02-01
1257,"1,309.70","1,335.23","1,292.98","1,326.60",16.90,1.29,"469,633,984.00",2017-01-31
1258,"1,375.14","1,375.93","1,307.62","1,309.70",-65.44,-4.76,"512,318,016.00",2017-01-30
1259,"1,396.61","1,396.61","1,357.31","1,375.14",-21.47,-1.54,"490,808,000.00",2017-01-26
1260,"1,432.99","1,433.63","1,395.91","1,396.61",-36.38,-2.54,"398,868,000.00",2017-01-25
1261,"1,457.88","1,460.37","1,432.99","1,432.99",-24.89,-1.71,"317,612,992.00",2017-01-24
1262,"1,465.84","1,467.01","1,457.85","1,457.88",-7.96,-0.54,"298,895,008.00",2017-01-23
1263,"1,462.56","1,468.72","1,462.41","1,465.84",3.28,0.22,"231,915,008.00",2017-01-22
1264,"1,462.23","1,468.86","1,461.42","1,462.56",0.33,0.02,"297,208,992.00",2017-01-19
1265,"1,463.04","1,463.66","1,456.95","1,462.23",-0.81,-0.05,"291,684,992.00",2017-01-18
1266,"1,466.09","1,467.38","1,454.99","1,463.04",-3.05,-0.21,"333,654,016.00",2017-01-17
1267,"1,477.72","1,480.07","1,465.53","1,466.09",-11.63,-0.79,"260,408,992.00",2017-01-16
1268,"1,479.86","1,484.43","1,476.25","1,477.72",-2.14,-0.14,"267,938,000.00",2017-01-15
1269,"1,476.51","1,481.77","1,476.26","1,479.86",3.35,0.23,"257,332,992.00",2017-01-12
1270,"1,476.90","1,484.57","1,473.71","1,476.51",-0.39,-0.03,"290,327,008.00",2017-01-11
1271,"1,458.97","1,477.81","1,460.60","1,476.90",17.93,1.23,"356,823,008.00",2017-01-10
1272,"1,447.45","1,461.23","1,447.50","1,458.97",11.52,0.80,"261,236,992.00",2017-01-09
1273,"1,454.14","1,453.89","1,445.66","1,447.45",-6.69,-0.46,"385,014,016.00",2017-01-08
1274,"1,457.82","1,465.72","1,451.36","1,454.14",-3.68,-0.25,"326,768,000.00",2017-01-05
1275,"1,456.82","1,462.83","1,442.51","1,457.82",1.00,0.07,"320,670,016.00",2017-01-04
1276,"1,482.85","1,484.26","1,456.69","1,456.82",-26.03,-1.76,"385,836,992.00",2017-01-03
1277,"1,465.72","1,484.89","1,465.72","1,482.85",17.13,1.17,"494,264,992.00",2017-01-02
1278,"1,443.38","1,476.82","1,443.80","1,465.72",22.34,1.55,"561,280,000.00",2017-01-01
1279,"1,413.15","1,454.64","1,412.90","1,443.38",30.23,2.14,"560,499,008.00",2016-12-29
1280,"1,407.53","1,422.89","1,402.81","1,413.15",5.62,0.40,"433,379,008.00",2016-12-28
1281,"1,432.57","1,433.60","1,394.18","1,407.53",-25.04,-1.75,"546,097,024.00",2016-12-27
1282,"1,475.41","1,476.50","1,432.57","1,432.57",-42.84,-2.90,"458,576,992.00",2016-12-26
1283,"1,470.63","1,480.19","1,466.75","1,475.41",4.78,0.33,"444,880,992.00",2016-12-22
1284,"1,495.99","1,496.23","1,469.55","1,470.63",-25.36,-1.70,"475,655,008.00",2016-12-21
1285,"1,514.88","1,515.08","1,494.76","1,495.99",-18.89,-1.25,"668,400,000.00",2016-12-20
1286,"1,531.35","1,532.00","1,512.79","1,514.88",-16.47,-1.08,"537,187,008.00",2016-12-19
1287,"1,530.06","1,531.43","1,518.74","1,531.35",1.29,0.08,"566,508,992.00",2016-12-18
1288,"1,516.08","1,531.32","1,514.17","1,530.06",13.98,0.92,"479,159,008.00",2016-12-15
1289,"1,509.43","1,518.07","1,502.10","1,516.08",6.65,0.44,"466,484,992.00",2016-12-14
1290,"1,522.80","1,523.98","1,495.91","1,509.43",-13.37,-0.88,"519,555,008.00",2016-12-12
1291,"1,544.68","1,546.21","1,522.64","1,522.80",-21.88,-1.42,"388,068,000.00",2016-12-11
1292,"1,553.90","1,554.24","1,541.52","1,544.68",-9.22,-0.59,"584,075,008.00",2016-12-08
1293,"1,554.51","1,557.42","1,548.01","1,553.90",-0.61,-0.04,"488,444,000.00",2016-12-07
1294,"1,544.60","1,559.54","1,536.78","1,554.51",9.91,0.64,"711,153,984.00",2016-12-06
1295,"1,570.95","1,573.97","1,541.21","1,544.60",-26.35,-1.68,"639,254,976.00",2016-12-05
1296,"1,600.49","1,600.63","1,569.47","1,570.95",-29.54,-1.85,"702,654,016.00",2016-12-04
1297,"1,608.33","1,624.79","1,586.47","1,600.49",-7.84,-0.49,"1,186,850,048.00",2016-12-01
1298,"1,553.68","1,608.37","1,553.42","1,608.33",54.65,3.52,"1,348,320,000.00",2016-11-30
1299,"1,510.16","1,554.59","1,468.28","1,553.68",43.52,2.88,"1,173,600,000.00",2016-11-29
1300,"1,469.48","1,512.19","1,404.20","1,510.16",40.68,2.77,"1,088,150,016.00",2016-11-28
1301,"1,534.03","1,536.53","1,468.99","1,469.48",-64.55,-4.21,"891,988,992.00",2016-11-27
1302,"1,540.01","1,572.72","1,516.74","1,534.03",-5.98,-0.39,"913,265,984.00",2016-11-24
1303,"1,582.47","1,583.00","1,539.04","1,540.01",-42.46,-2.68,"1,037,779,968.00",2016-11-23
1304,"1,606.29","1,606.19","1,574.81","1,582.47",-23.82,-1.48,"813,587,008.00",2016-11-22
1305,"1,599.62","1,618.95","1,572.17","1,606.29",6.67,0.42,"893,379,008.00",2016-11-21
1306,"1,658.08","1,658.51","1,577.71","1,599.62",-58.46,-3.53,"1,225,080,064.00",2016-11-20
1307,"1,698.90","1,700.95","1,657.37","1,658.08",-40.82,-2.40,"1,448,920,064.00",2016-11-17
1308,"1,701.91","1,709.61","1,695.94","1,698.90",-3.01,-0.18,"1,170,429,952.00",2016-11-16
1309,"1,706.28","1,714.60","1,699.88","1,701.91",-4.37,-0.26,"802,971,008.00",2016-11-15
1310,"1,700.00","1,708.84","1,700.77","1,706.28",6.28,0.37,"770,372,992.00",2016-11-14
1311,"1,697.17","1,708.18","1,690.79","1,700.00",2.83,0.17,"718,371,968.00",2016-11-13
1312,"1,696.86","1,711.91","1,689.20","1,697.17",0.31,0.02,"702,545,984.00",2016-11-10
1313,"1,724.49","1,724.64","1,692.46","1,696.86",-27.63,-1.60,"670,987,008.00",2016-11-09
1314,"1,749.12","1,749.51","1,722.51","1,724.49",-24.63,-1.41,"729,078,976.00",2016-11-08
1315,"1,762.21","1,764.26","1,748.93","1,749.12",-13.09,-0.74,"669,728,000.00",2016-11-07
1316,"1,759.71","1,762.92","1,753.22","1,762.21",2.50,0.14,"513,843,008.00",2016-11-03
1317,"1,753.46","1,763.25","1,752.62","1,759.71",6.25,0.36,"670,206,976.00",2016-10-27
1318,"1,751.00","1,755.74","1,736.71","1,753.46",2.46,0.14,"771,998,976.00",2016-10-26
1319,"1,768.89","1,769.17","1,749.14","1,751.00",-17.89,-1.01,"702,017,024.00",2016-10-25
1320,"1,782.39","1,783.83","1,763.77","1,768.89",-13.50,-0.76,"917,342,976.00",2016-10-24
1321,"1,794.47","1,798.33","1,780.83","1,782.39",-12.08,-0.67,"954,121,984.00",2016-10-23
1322,"1,787.89","1,795.24","1,787.70","1,794.47",6.58,0.37,"686,382,976.00",2016-10-20
1323,"1,792.73","1,794.14","1,784.79","1,787.89",-4.84,-0.27,"527,768,992.00",2016-10-19
1324,"1,793.36","1,794.67","1,782.57","1,792.73",-0.63,-0.04,"500,712,000.00",2016-10-18
1325,"1,803.74","1,805.42","1,784.19","1,793.36",-10.38,-0.58,"626,633,024.00",2016-10-17
1326,"1,806.60","1,820.96","1,801.41","1,803.74",-16.14,-0.89,"593,185,984.00",2016-10-16
1327,"1,806.60","1,822.41","1,806.39","1,819.88",13.28,0.74,"991,689,984.00",2016-10-06
1328,"1,798.50","1,806.70","1,794.58","1,806.60",8.10,0.45,"918,851,008.00",2016-10-05
1329,"1,780.41","1,800.50","1,780.41","1,798.50",18.10,1.02,"1,087,990,016.00",2016-10-04
1330,"1,763.90","1,784.05","1,763.67","1,780.40",16.62,0.94,"761,833,984.00",2016-10-03
1331,"1,753.48","1,764.86","1,753.21","1,763.78",10.40,0.59,"853,209,984.00",2016-10-02
1332,"1,749.19","1,758.16","1,744.10","1,753.38",4.28,0.24,"768,590,976.00",2016-09-29
1333,"1,753.81","1,756.59","1,746.69","1,749.10",-4.62,-0.26,"710,563,008.00",2016-09-28
1334,"1,757.10","1,767.34","1,750.30","1,753.72",-3.38,-0.19,"700,600,000.00",2016-09-27
1335,"1,730.67","1,758.22","1,730.67","1,757.10",26.46,1.53,"1,011,699,968.00",2016-09-26
1336,"1,766.91","1,767.82","1,725.05","1,730.64",-36.27,-2.05,"1,046,030,016.00",2016-09-25
1337,"1,786.50","1,780.56","1,766.25","1,766.91",-12.22,-0.69,"880,014,016.00",2016-09-22
1338,"1,786.50","1,788.34","1,765.09","1,779.13",-7.37,-0.41,"899,432,000.00",2016-09-21
1339,"1,786.50","1,788.34","1,765.09","1,779.13",-7.37,-0.41,"899,432,000.00",2016-09-21
1340,"1,804.48","1,807.62","1,785.00","1,786.50",-17.98,-1.00,"1,259,800,064.00",2016-09-20
1341,"1,815.17","1,818.70","1,801.02","1,804.48",-10.69,-0.59,"2,397,339,904.00",2016-09-18
1342,"1,815.17","1,818.70","1,801.02","1,804.48",-10.69,-0.59,"2,397,339,904.00",2016-09-18
1343,"1,818.69","1,821.90","1,813.27","1,815.17",-3.52,-0.19,"1,331,490,048.00",2016-09-14
1344,"1,816.81","1,819.95","1,809.31","1,818.69",1.88,0.10,"1,076,189,952.00",2016-09-12
1345,"1,823.05","1,829.20","1,815.61","1,816.81",-6.24,-0.34,"1,093,270,016.00",2016-09-11
1346,"1,824.83","1,829.27","1,816.90","1,823.05",-1.78,-0.10,"1,383,559,936.00",2016-09-08
1347,"1,834.80","1,838.83","1,818.64","1,824.83",-9.97,-0.54,"1,533,389,952.00",2016-09-07
1348,"1,838.90","1,854.69","1,818.36","1,834.80",-4.10,-0.22,"1,760,120,064.00",2016-09-06
1349,"1,819.83","1,840.78","1,819.50","1,838.90",19.07,1.05,"1,791,680,000.00",2016-09-05
1350,"1,805.18","1,821.71","1,804.33","1,819.83",14.65,0.81,"1,607,699,968.00",2016-09-04
1351,"1,797.45","1,806.13","1,797.49","1,805.18",7.73,0.43,"1,293,500,032.00",2016-09-01
1352,"1,788.08","1,799.39","1,781.43","1,797.45",9.37,0.52,"1,154,460,032.00",2016-08-31
