SN,open,high,low,close,change,pct_change,turnover,date
2060,533.00,533.00,533.00,533.00,-2.83,-0.53,0.00,2013-07-22
2061,536.00,536.00,536.00,536.00,14.19,2.72,0.00,2013-07-21
2062,522.00,522.00,522.00,522.00,9.92,1.94,0.00,2013-07-18
2063,512.00,512.00,512.00,512.00,2.31,0.45,0.00,2013-07-17
2064,509.00,509.00,509.00,509.00,-8.97,-1.73,0.00,2013-07-16
2065,518.00,518.00,518.00,518.00,7.20,1.41,0.00,2013-07-15
2066,511.00,511.00,511.00,511.00,4.62,0.91,0.00,2013-07-14
2067,506.00,506.00,506.00,506.00,1.13,0.22,0.00,2013-07-11
2068,505.00,505.00,505.00,505.00,-0.29,-0.06,0.00,2013-07-10
2069,506.00,506.00,506.00,506.00,4.68,0.93,0.00,2013-07-09
2070,501.00,501.00,501.00,501.00,6.54,1.32,0.00,2013-07-08
2071,494.00,494.00,494.00,494.00,0.76,0.15,0.00,2013-07-07
2072,494.00,494.00,494.00,494.00,-0.78,-0.16,0.00,2013-07-04
2073,494.00,494.00,494.00,494.00,0.09,0.02,0.00,2013-07-03
2074,494.00,494.00,494.00,494.00,-0.02,0.00,0.00,2013-07-02
2075,494.00,494.00,494.00,494.00,1.17,0.24,0.00,2013-07-01
2076,493.00,493.00,493.00,493.00,-2.41,-0.49,0.00,2013-06-30
2077,496.00,496.00,496.00,496.00,-2.50,-0.50,0.00,2013-06-27
2078,498.00,498.00,498.00,498.00,4.15,0.84,0.00,2013-06-26
2079,494.00,494.00,494.00,494.00,4.96,1.02,0.00,2013-06-25
2080,489.00,489.00,489.00,489.00,1.40,0.29,0.00,2013-06-24
2081,488.00,488.00,488.00,488.00,-0.92,-0.19,0.00,2013-06-23
2082,488.00,488.00,488.00,488.00,-1.53,-0.31,0.00,2013-06-20
2083,490.00,490.00,490.00,490.00,-1.03,-0.21,0.00,2013-06-19
2084,491.00,491.00,491.00,491.00,-2.36,-0.48,0.00,2013-06-18
2085,493.00,493.00,493.00,493.00,-1.54,-0.31,0.00,2013-06-17
2086,495.00,495.00,495.00,495.00,0.57,0.12,0.00,2013-06-16
2087,494.00,494.00,494.00,494.00,-1.00,-0.20,0.00,2013-06-13
2088,495.00,495.00,495.00,495.00,-0.20,-0.04,0.00,2013-06-12
2089,496.00,496.00,496.00,496.00,-0.26,-0.05,0.00,2013-06-11
2090,496.00,496.00,496.00,496.00,-1.59,-0.32,0.00,2013-06-10
2091,497.00,497.00,497.00,497.00,-0.96,-0.19,0.00,2013-06-09
2092,498.00,498.00,498.00,498.00,0.11,0.02,0.00,2013-06-06
2093,498.00,498.00,498.00,498.00,-0.22,-0.04,0.00,2013-06-05
2094,498.00,498.00,498.00,498.00,-0.35,-0.07,0.00,2013-06-04
2095,499.00,499.00,499.00,499.00,2.06,0.42,0.00,2013-06-03
2096,497.00,497.00,497.00,497.00,-3.40,-0.68,0.00,2013-06-02
2097,500.00,500.00,500.00,500.00,-0.61,-0.12,0.00,2013-05-30
2098,501.00,501.00,501.00,501.00,-2.89,-0.57,0.00,2013-05-28
2099,504.00,504.00,504.00,504.00,4.63,0.93,0.00,2013-05-27
2100,499.00,499.00,499.00,499.00,2.14,0.43,0.00,2013-05-26
2101,497.00,497.00,497.00,497.00,-1.90,-0.38,0.00,2013-05-23
2102,499.00,499.00,499.00,499.00,-1.45,-0.29,0.00,2013-05-22
2103,500.00,500.00,500.00,500.00,2.77,0.55,0.00,2013-05-21
2104,497.00,497.00,497.00,497.00,-0.35,-0.07,0.00,2013-05-20
2105,498.00,498.00,498.00,498.00,-2.18,-0.43,0.00,2013-05-19
2106,500.00,500.00,500.00,500.00,5.50,1.11,0.00,2013-05-16
2107,494.00,494.00,494.00,494.00,3.91,0.80,0.00,2013-05-15
2108,491.00,491.00,491.00,491.00,1.85,0.38,0.00,2013-05-14
2109,489.00,489.00,489.00,489.00,5.32,1.10,0.00,2013-05-13
2110,483.00,483.00,483.00,483.00,-2.87,-0.59,0.00,2013-05-12
2111,486.00,486.00,486.00,486.00,-0.08,-0.02,0.00,2013-05-09
2112,486.00,486.00,486.00,486.00,-4.07,-0.83,0.00,2013-05-08
2113,490.00,490.00,490.00,490.00,8.50,1.76,0.00,2013-05-07
2114,482.00,482.00,482.00,482.00,-6.01,-1.23,0.00,2013-05-06
2115,488.00,488.00,488.00,488.00,-4.90,-1.00,0.00,2013-05-05
2116,493.00,493.00,493.00,493.00,-7.92,-1.58,0.00,2013-05-02
2117,501.00,501.00,501.00,501.00,-1.62,-0.32,0.00,2013-04-30
2118,502.00,502.00,502.00,502.00,-2.66,-0.53,0.00,2013-04-29
2119,505.00,505.00,505.00,505.00,-3.32,-0.65,0.00,2013-04-28
2120,508.00,508.00,508.00,508.00,-0.72,-0.14,0.00,2013-04-25
2121,509.00,509.00,509.00,509.00,4.88,0.97,0.00,2013-04-23
2122,504.00,504.00,504.00,504.00,-9.48,-1.85,0.00,2013-04-22
2123,514.00,514.00,514.00,514.00,-5.38,-1.04,0.00,2013-04-21
2124,519.00,519.00,519.00,519.00,-0.20,-0.04,0.00,2013-04-18
2125,519.00,519.00,519.00,519.00,-1.43,-0.28,0.00,2013-04-17
2126,521.00,521.00,521.00,521.00,-0.73,-0.14,0.00,2013-04-16
2127,521.00,521.00,521.00,521.00,-1.99,-0.38,0.00,2013-04-15
2128,523.00,523.00,523.00,523.00,4.16,0.80,0.00,2013-04-11
2129,519.00,519.00,519.00,519.00,4.35,0.85,0.00,2013-04-09
2130,515.00,515.00,515.00,515.00,-1.12,-0.22,0.00,2013-04-08
2131,516.00,516.00,516.00,516.00,2.74,0.53,0.00,2013-04-07
2132,513.00,513.00,513.00,513.00,-4.80,-0.93,0.00,2013-04-04
2133,518.00,518.00,518.00,518.00,-0.92,-0.18,0.00,2013-04-03
2134,519.00,519.00,519.00,519.00,5.30,1.03,0.00,2013-04-02
2135,514.00,514.00,514.00,514.00,2.25,0.44,0.00,2013-04-01
2136,511.00,511.00,511.00,511.00,-7.32,-1.41,0.00,2013-03-31
2137,519.00,519.00,519.00,519.00,-1.94,-0.37,0.00,2013-03-28
2138,521.00,521.00,521.00,521.00,-1.33,-0.25,0.00,2013-03-27
2139,522.00,522.00,522.00,522.00,2.37,0.46,0.00,2013-03-25
2140,520.00,520.00,520.00,520.00,-8.31,-1.57,0.00,2013-03-24
2141,528.00,528.00,528.00,528.00,-0.39,-0.07,0.00,2013-03-21
2142,528.00,528.00,528.00,528.00,-3.75,-0.71,0.00,2013-03-20
2143,532.00,532.00,532.00,532.00,1.55,0.29,0.00,2013-03-19
2144,531.00,531.00,531.00,531.00,-4.64,-0.87,0.00,2013-03-18
2145,535.00,535.00,535.00,535.00,-13.19,-2.41,0.00,2013-03-17
2146,548.00,548.00,548.00,548.00,2.26,0.41,0.00,2013-03-14
2147,546.00,546.00,546.00,546.00,6.50,1.20,0.00,2013-03-13
2148,540.00,540.00,540.00,540.00,0.38,0.07,0.00,2013-03-11
2149,539.00,539.00,539.00,539.00,-1.68,-0.31,0.00,2013-03-07
2150,541.00,541.00,541.00,541.00,2.49,0.46,0.00,2013-03-06
2151,538.00,538.00,538.00,538.00,-2.74,-0.51,0.00,2013-03-05
2152,541.00,541.00,541.00,541.00,-0.36,-0.07,0.00,2013-03-04
2153,542.00,542.00,542.00,542.00,-0.89,-0.16,0.00,2013-03-03
2154,542.00,542.00,542.00,542.00,2.17,0.40,0.00,2013-02-28
2155,540.00,540.00,540.00,540.00,-5.27,-0.97,0.00,2013-02-27
2156,546.00,546.00,546.00,546.00,1.30,0.24,0.00,2013-02-26
2157,544.00,544.00,544.00,544.00,5.73,1.06,0.00,2013-02-25
2158,539.00,539.00,539.00,539.00,-5.58,-1.03,0.00,2013-02-24
2159,544.00,544.00,544.00,544.00,4.81,0.89,0.00,2013-02-21
2160,539.00,539.00,539.00,539.00,-9.64,-1.76,0.00,2013-02-20
2161,549.00,549.00,549.00,549.00,-7.01,-1.26,0.00,2013-02-19
2162,556.00,556.00,556.00,556.00,25.73,4.85,0.00,2013-02-17
2163,530.00,530.00,530.00,530.00,3.19,0.61,0.00,2013-02-14
2164,527.00,527.00,527.00,527.00,-5.91,-1.11,0.00,2013-02-13
2165,533.00,533.00,533.00,533.00,18.15,3.53,0.00,2013-02-12
2166,515.00,515.00,515.00,515.00,1.14,0.22,0.00,2013-02-10
2167,513.00,513.00,513.00,513.00,-0.57,-0.11,0.00,2013-02-07
2168,513.00,513.00,513.00,513.00,-2.14,-0.42,0.00,2013-02-06
2169,515.00,515.00,515.00,515.00,-1.18,-0.22,0.00,2013-02-05
2170,517.00,517.00,517.00,517.00,0.54,0.10,0.00,2013-02-04
2171,516.00,516.00,516.00,516.00,5.09,1.00,0.00,2013-02-03
2172,511.00,511.00,511.00,511.00,-1.04,-0.20,0.00,2013-01-31
2173,512.00,512.00,512.00,512.00,-2.55,-0.50,0.00,2013-01-30
2174,514.00,514.00,514.00,514.00,-0.02,0.00,0.00,2013-01-28
2175,514.00,514.00,514.00,514.00,0.18,0.04,0.00,2013-01-27
2176,514.00,514.00,514.00,514.00,-2.88,-0.56,0.00,2013-01-24
2177,517.00,517.00,517.00,517.00,-5.44,-1.04,0.00,2013-01-23
2178,523.00,523.00,523.00,523.00,4.36,0.84,0.00,2013-01-22
2179,518.00,518.00,518.00,518.00,9.91,1.95,0.00,2013-01-21
2180,508.00,508.00,508.00,508.00,-12.55,-2.41,0.00,2013-01-20
2181,521.00,521.00,521.00,521.00,-7.22,-1.37,0.00,2013-01-17
2182,528.00,528.00,528.00,528.00,-2.11,-0.40,0.00,2013-01-16
2183,530.00,530.00,530.00,530.00,0.41,0.08,0.00,2013-01-15
2184,530.00,530.00,530.00,530.00,0.91,0.17,0.00,2013-01-13
2185,529.00,529.00,529.00,529.00,3.47,0.66,0.00,2013-01-10
2186,525.00,525.00,525.00,525.00,-3.40,-0.64,0.00,2013-01-09
2187,529.00,529.00,529.00,529.00,-0.42,-0.08,0.00,2013-01-08
2188,529.00,529.00,529.00,529.00,-2.49,-0.47,0.00,2013-01-07
2189,532.00,532.00,532.00,532.00,-1.82,-0.34,0.00,2013-01-06
2190,534.00,534.00,534.00,534.00,1.69,0.32,0.00,2013-01-03
2191,532.00,532.00,532.00,532.00,1.11,0.21,0.00,2013-01-02
2192,531.00,531.00,531.00,531.00,-3.34,-0.63,0.00,2013-01-01
2193,534.00,534.00,534.00,534.00,-6.97,-1.29,0.00,2012-12-31
2194,541.00,541.00,541.00,541.00,4.59,0.86,0.00,2012-12-27
2195,537.00,537.00,537.00,537.00,10.84,2.06,0.00,2012-12-26
2196,526.00,526.00,526.00,526.00,6.03,1.16,0.00,2012-12-24
2197,520.00,520.00,520.00,520.00,1.77,0.34,0.00,2012-12-23
2198,518.00,518.00,518.00,518.00,4.02,0.78,0.00,2012-12-20
2199,514.00,514.00,514.00,514.00,3.61,0.71,0.00,2012-12-19
2200,510.00,510.00,510.00,510.00,-3.08,-0.60,0.00,2012-12-18
2201,513.00,513.00,513.00,513.00,4.29,0.84,0.00,2012-12-17
2202,509.00,509.00,509.00,509.00,12.11,2.43,0.00,2012-12-16
2203,497.00,497.00,497.00,497.00,3.94,0.80,0.00,2012-12-13
2204,493.00,493.00,493.00,493.00,4.08,0.83,0.00,2012-12-12
2205,489.00,489.00,489.00,489.00,1.12,0.23,0.00,2012-12-11
2206,488.00,488.00,488.00,488.00,-0.34,-0.07,0.00,2012-12-10
2207,488.00,488.00,488.00,488.00,-9.66,-1.94,0.00,2012-12-09
2208,498.00,498.00,498.00,498.00,-2.10,-0.42,0.00,2012-12-06
2209,500.00,500.00,500.00,500.00,9.41,1.91,0.00,2012-12-05
2210,490.00,490.00,490.00,490.00,8.43,1.75,0.00,2012-12-04
2211,482.00,482.00,482.00,482.00,-1.87,-0.39,0.00,2012-12-03
2212,484.00,484.00,484.00,484.00,-5.18,-1.05,0.00,2012-12-02
2213,489.00,489.00,489.00,489.00,-3.85,-0.78,0.00,2012-11-29
2214,493.00,493.00,493.00,493.00,-0.33,-0.07,0.00,2012-11-28
2215,493.00,493.00,493.00,493.00,-1.69,-0.34,0.00,2012-11-27
2216,495.00,495.00,495.00,495.00,-2.51,-0.51,0.00,2012-11-26
2217,497.00,497.00,497.00,497.00,0.29,0.06,0.00,2012-11-25
2218,497.00,497.00,497.00,497.00,-2.24,-0.45,0.00,2012-11-22
2219,499.00,499.00,499.00,499.00,-2.20,-0.44,0.00,2012-11-21
2220,502.00,502.00,502.00,502.00,8.71,1.77,0.00,2012-11-20
2221,493.00,493.00,493.00,493.00,11.96,2.49,0.00,2012-11-18
2222,481.00,481.00,481.00,481.00,5.35,1.13,0.00,2012-11-12
2223,475.00,475.00,475.00,475.00,-7.01,-1.45,0.00,2012-11-11
2224,483.00,483.00,483.00,483.00,7.35,1.55,0.00,2012-11-08
2225,475.00,475.00,475.00,475.00,11.79,2.55,0.00,2012-11-07
2226,463.00,463.00,463.00,463.00,5.19,1.13,0.00,2012-11-06
2227,458.00,458.00,458.00,458.00,6.09,1.35,0.00,2012-11-05
2228,452.00,452.00,452.00,452.00,4.10,0.92,0.00,2012-11-04
2229,448.00,448.00,448.00,448.00,-3.45,-0.76,0.00,2012-11-01
2230,451.00,451.00,451.00,451.00,3.60,0.80,0.00,2012-10-31
2231,448.00,448.00,448.00,448.00,11.13,2.55,0.00,2012-10-30
2232,437.00,437.00,437.00,437.00,3.54,0.81,0.00,2012-10-18
2233,433.00,433.00,433.00,433.00,5.86,1.37,0.00,2012-10-17
2234,427.00,427.00,427.00,427.00,0.68,0.16,0.00,2012-10-15
2235,427.00,427.00,427.00,427.00,2.19,0.52,0.00,2012-10-14
2236,424.00,424.00,424.00,424.00,-0.32,-0.08,0.00,2012-10-11
2237,425.00,425.00,425.00,425.00,-1.42,-0.33,0.00,2012-10-10
2238,426.00,426.00,426.00,426.00,-0.44,-0.10,0.00,2012-10-09
2239,427.00,427.00,427.00,427.00,-1.33,-0.31,0.00,2012-10-08
2240,428.00,428.00,428.00,428.00,4.37,1.03,0.00,2012-10-07
2241,424.00,424.00,424.00,424.00,6.24,1.49,0.00,2012-10-04
2242,417.00,417.00,417.00,417.00,-0.10,-0.02,0.00,2012-10-03
2243,417.00,417.00,417.00,417.00,0.53,0.12,0.00,2012-10-02
2244,417.00,417.00,417.00,417.00,1.85,0.45,0.00,2012-10-01
2245,415.00,415.00,415.00,415.00,-0.69,-0.17,0.00,2012-09-30
2246,414.00,414.00,414.00,414.00,-0.42,-0.10,0.00,2012-09-26
2247,414.00,414.00,414.00,414.00,-0.46,-0.11,0.00,2012-09-25
2248,415.00,415.00,415.00,415.00,-0.64,-0.15,0.00,2012-09-24
2249,415.00,415.00,415.00,415.00,-5.36,-1.27,0.00,2012-09-23
2250,420.00,420.00,420.00,420.00,-1.35,-0.32,0.00,2012-09-20
2251,422.00,422.00,422.00,422.00,-3.68,-0.86,0.00,2012-09-19
2252,425.00,425.00,425.00,425.00,3.22,0.76,0.00,2012-09-18
2253,422.00,422.00,422.00,422.00,1.42,0.34,0.00,2012-09-17
2254,421.00,421.00,421.00,421.00,1.94,0.46,0.00,2012-09-16
2255,419.00,419.00,419.00,419.00,4.54,1.09,0.00,2012-09-13
2256,414.00,414.00,414.00,414.00,1.87,0.45,0.00,2012-09-12
2257,412.00,412.00,412.00,412.00,4.80,1.18,0.00,2012-09-11
2258,408.00,408.00,408.00,408.00,-0.26,-0.06,0.00,2012-09-10
2259,408.00,408.00,408.00,408.00,-0.55,-0.13,0.00,2012-09-09
2260,408.00,408.00,408.00,408.00,1.08,0.26,0.00,2012-09-06
2261,407.00,407.00,407.00,407.00,-1.71,-0.42,0.00,2012-09-05
2262,409.00,409.00,409.00,409.00,-2.75,-0.67,0.00,2012-09-04
2263,412.00,412.00,412.00,412.00,-0.04,-0.01,0.00,2012-09-03
2264,412.00,412.00,412.00,412.00,6.04,1.49,0.00,2012-09-02
2265,406.00,406.00,406.00,406.00,-1.25,-0.30,0.00,2012-08-30
2266,407.00,407.00,407.00,407.00,0.91,0.22,0.00,2012-08-29
2267,406.00,406.00,406.00,406.00,0.38,0.09,0.00,2012-08-28
2268,406.00,406.00,406.00,406.00,8.61,2.17,0.00,2012-08-27
2269,397.00,397.00,397.00,397.00,-0.36,-0.09,0.00,2012-08-26
2270,398.00,398.00,398.00,398.00,0.70,0.18,0.00,2012-08-23
2271,397.00,397.00,397.00,397.00,0.58,0.15,0.00,2012-08-22
2272,396.00,396.00,396.00,396.00,0.58,0.15,0.00,2012-08-21
2273,396.00,396.00,396.00,396.00,-2.59,-0.65,0.00,2012-08-19
2274,398.00,398.00,398.00,398.00,6.25,1.59,0.00,2012-08-16
2275,392.00,392.00,392.00,392.00,-5.17,-1.30,0.00,2012-08-15
2276,397.00,397.00,397.00,397.00,-2.60,-0.65,0.00,2012-08-14
2277,400.00,400.00,400.00,400.00,0.58,0.14,0.00,2012-08-13
2278,399.00,399.00,399.00,399.00,-3.26,-0.81,0.00,2012-08-12
2279,402.00,402.00,402.00,402.00,-1.67,-0.41,0.00,2012-08-08
2280,404.00,404.00,404.00,404.00,0.98,0.24,0.00,2012-08-07
2281,403.00,403.00,403.00,403.00,0.22,0.05,0.00,2012-08-06
2282,403.00,403.00,403.00,403.00,0.74,0.18,0.00,2012-08-05
2283,402.00,402.00,402.00,402.00,1.20,0.30,0.00,2012-08-01
2284,401.00,401.00,401.00,401.00,0.40,0.09,0.00,2012-07-31
2285,401.00,401.00,401.00,401.00,4.57,1.15,0.00,2012-07-30
2286,396.00,396.00,396.00,396.00,-5.52,-1.38,0.00,2012-07-29
2287,402.00,402.00,402.00,402.00,-3.48,-0.86,0.00,2012-07-26
2288,405.00,405.00,405.00,405.00,-1.26,-0.31,0.00,2012-07-25
2289,406.00,406.00,406.00,406.00,-2.07,-0.51,0.00,2012-07-24
2290,408.00,408.00,408.00,408.00,3.62,0.90,0.00,2012-07-23
2291,405.00,405.00,405.00,405.00,9.27,2.35,0.00,2012-07-22
2292,395.00,395.00,395.00,395.00,3.45,0.87,0.00,2012-07-19
2293,392.00,392.00,392.00,392.00,5.99,1.55,0.00,2012-07-18
2294,386.00,386.00,386.00,386.00,1.10,0.29,0.00,2012-07-17
2295,385.00,385.00,385.00,385.00,-4.80,-1.23,0.00,2012-07-16
2296,390.00,390.00,390.00,390.00,6.24,1.63,0.00,2012-07-15
2297,383.00,383.00,383.00,383.00,-0.60,-0.16,0.00,2012-07-12
2298,384.00,384.00,384.00,384.00,-1.22,-0.32,0.00,2012-07-11
2299,385.00,385.00,385.00,385.00,5.18,1.36,0.00,2012-07-10
2300,380.00,380.00,380.00,380.00,2.40,0.63,0.00,2012-07-09
2301,378.00,378.00,378.00,378.00,0.34,0.09,0.00,2012-07-08
2302,377.00,377.00,377.00,377.00,0.20,0.05,0.00,2012-07-05
2303,377.00,377.00,377.00,377.00,2.93,0.78,0.00,2012-07-04
2304,374.00,374.00,374.00,374.00,1.33,0.36,0.00,2012-07-03
2305,373.00,373.00,373.00,373.00,-1.59,-0.43,0.00,2012-07-02
2306,375.00,375.00,375.00,375.00,-2.96,-0.78,0.00,2012-07-01
2307,377.00,377.00,377.00,377.00,3.72,1.00,0.00,2012-06-28
2308,374.00,374.00,374.00,374.00,5.28,1.43,0.00,2012-06-27
2309,368.00,368.00,368.00,368.00,-6.93,-1.84,0.00,2012-06-26
2310,375.00,375.00,375.00,375.00,10.26,2.81,0.00,2012-06-25
2311,365.00,365.00,365.00,365.00,1.62,0.44,0.00,2012-06-21
2312,364.00,364.00,364.00,364.00,2.02,0.56,0.00,2012-06-20
2313,362.00,362.00,362.00,362.00,-1.13,-0.31,0.00,2012-06-19
2314,363.00,363.00,363.00,363.00,1.65,0.46,0.00,2012-06-18
2315,361.00,361.00,361.00,361.00,-3.69,-1.01,0.00,2012-06-17
2316,365.00,365.00,365.00,365.00,-1.53,-0.42,0.00,2012-06-14
2317,366.00,366.00,366.00,366.00,-1.72,-0.47,0.00,2012-06-13
2318,368.00,368.00,368.00,368.00,1.61,0.44,0.00,2012-06-12
2319,366.00,366.00,366.00,366.00,2.78,0.77,0.00,2012-06-11
2320,364.00,364.00,364.00,364.00,-6.24,-1.69,0.00,2012-06-10
2321,370.00,370.00,370.00,370.00,4.24,1.16,0.00,2012-06-07
2322,366.00,366.00,366.00,366.00,-7.50,-2.01,0.00,2012-06-06
2323,373.00,373.00,373.00,373.00,-8.55,-2.24,0.00,2012-06-05
2324,382.00,382.00,382.00,382.00,-9.40,-2.40,0.00,2012-06-04
2325,391.00,391.00,391.00,391.00,17.43,4.67,0.00,2012-06-03
2326,374.00,374.00,374.00,374.00,0.35,0.09,0.00,2012-05-31
2327,373.00,373.00,373.00,373.00,-18.69,-4.77,0.00,2012-05-30
2328,392.00,392.00,392.00,392.00,-20.98,-5.08,0.00,2012-05-29
2329,413.00,413.00,413.00,413.00,14.28,3.58,0.00,2012-05-27
2330,399.00,399.00,399.00,399.00,12.93,3.35,0.00,2012-05-24
2331,386.00,386.00,386.00,386.00,-20.42,-5.03,0.00,2012-05-23
2332,406.00,406.00,406.00,406.00,-8.06,-1.95,0.00,2012-05-22
2333,414.00,414.00,414.00,414.00,5.54,1.36,0.00,2012-05-21
2334,409.00,409.00,409.00,409.00,-7.77,-1.87,0.00,2012-05-20
2335,416.00,416.00,416.00,416.00,4.18,1.01,0.00,2012-05-17
2336,412.00,412.00,412.00,412.00,20.30,5.18,0.00,2012-05-16
2337,412.00,412.00,412.00,412.00,20.30,5.18,0.00,2012-05-16
2338,392.00,392.00,392.00,392.00,18.71,5.01,0.00,2012-05-15
2339,373.00,373.00,373.00,373.00,-17.44,-4.46,0.00,2012-05-14
2340,391.00,391.00,391.00,391.00,-20.77,-5.05,0.00,2012-05-13
2341,411.00,411.00,411.00,411.00,-8.38,-2.00,0.00,2012-05-10
2342,420.00,420.00,420.00,420.00,-13.05,-3.01,0.00,2012-05-09
2343,433.00,433.00,433.00,433.00,4.39,1.02,0.00,2012-05-08
2344,428.00,428.00,428.00,428.00,24.19,5.98,0.00,2012-05-07
2345,404.00,404.00,404.00,404.00,19.86,5.16,0.00,2012-05-03
2346,384.00,384.00,384.00,384.00,-20.35,-5.03,0.00,2012-05-02
2347,405.00,405.00,405.00,405.00,-18.26,-4.32,0.00,2012-04-30
2348,423.00,423.00,423.00,423.00,-2.47,-0.58,0.00,2012-04-29
2349,425.00,425.00,425.00,425.00,16.05,3.92,0.00,2012-04-26
2350,409.00,409.00,409.00,409.00,21.07,5.43,0.00,2012-04-25
2351,388.00,388.00,388.00,388.00,19.25,5.22,0.00,2012-04-24
2352,369.00,369.00,369.00,369.00,14.32,4.04,0.00,2012-04-22
2353,355.00,355.00,355.00,355.00,6.86,1.97,0.00,2012-04-19
2354,348.00,348.00,348.00,348.00,11.62,3.45,0.00,2012-04-18
2355,336.00,336.00,336.00,336.00,-18.22,-5.13,0.00,2012-04-17
2356,355.00,355.00,355.00,355.00,17.16,5.09,0.00,2012-04-16
2357,337.00,337.00,337.00,337.00,17.41,5.44,0.00,2012-04-15
2358,320.00,320.00,320.00,320.00,10.75,3.48,0.00,2012-04-12
2359,309.00,309.00,309.00,309.00,3.18,1.04,0.00,2012-04-11
2360,306.00,306.00,306.00,306.00,2.31,0.76,0.00,2012-04-10
2361,304.00,304.00,304.00,304.00,0.80,0.26,0.00,2012-04-09
2362,303.00,303.00,303.00,303.00,0.47,0.15,0.00,2012-04-08
2363,302.00,302.00,302.00,302.00,0.56,0.19,0.00,2012-04-05
2364,302.00,302.00,302.00,302.00,0.18,0.06,0.00,2012-04-04
2365,302.00,302.00,302.00,302.00,0.39,0.13,0.00,2012-04-03
2366,301.00,301.00,301.00,301.00,1.96,0.66,0.00,2012-04-02
2367,299.00,299.00,299.00,299.00,0.45,0.15,0.00,2012-04-01
2368,299.00,299.00,299.00,299.00,-1.25,-0.41,0.00,2012-03-29
2369,300.00,300.00,300.00,300.00,-0.34,-0.11,0.00,2012-03-28
2370,300.00,300.00,300.00,300.00,-0.31,-0.10,0.00,2012-03-27
2371,301.00,301.00,301.00,301.00,-1.88,-0.62,0.00,2012-03-26
2372,303.00,303.00,303.00,303.00,-1.02,-0.34,0.00,2012-03-25
2373,304.00,304.00,304.00,304.00,2.09,0.69,0.00,2012-03-21
2374,304.00,304.00,304.00,304.00,2.09,0.69,0.00,2012-03-21
2375,302.00,302.00,302.00,302.00,-1.20,-0.39,0.00,2012-03-20
2376,303.00,303.00,303.00,303.00,-0.40,-0.13,0.00,2012-03-19
2377,303.00,303.00,303.00,303.00,-7.59,-2.44,0.00,2012-03-18
2378,311.00,311.00,311.00,311.00,-2.24,-0.72,0.00,2012-03-15
2379,313.00,313.00,313.00,313.00,-0.89,-0.28,0.00,2012-03-14
2380,314.00,314.00,314.00,314.00,0.09,0.03,0.00,2012-03-13
2381,314.00,314.00,314.00,314.00,-1.58,-0.50,0.00,2012-03-12
2382,315.00,315.00,315.00,315.00,-0.45,-0.14,0.00,2012-03-11
2383,316.00,316.00,316.00,316.00,-0.57,-0.18,0.00,2012-03-06
2384,316.00,316.00,316.00,316.00,0.69,0.22,0.00,2012-03-05
2385,316.00,316.00,316.00,316.00,-1.62,-0.51,0.00,2012-03-04
2386,317.00,317.00,317.00,317.00,2.24,0.71,0.00,2012-03-01
2387,315.00,315.00,315.00,315.00,0.43,0.14,0.00,2012-02-29
2388,315.00,315.00,315.00,315.00,2.36,0.76,0.00,2012-02-28
2389,312.00,312.00,312.00,312.00,-0.12,-0.04,0.00,2012-02-27
2390,312.00,312.00,312.00,312.00,-0.13,-0.04,0.00,2012-02-26
2391,313.00,313.00,313.00,313.00,0.72,0.23,0.00,2012-02-23
2392,312.00,312.00,312.00,312.00,-0.26,-0.08,0.00,2012-02-21
2393,312.00,312.00,312.00,312.00,0.36,0.12,0.00,2012-02-17
2394,312.00,312.00,312.00,312.00,-0.10,-0.03,0.00,2012-02-15
2395,312.00,312.00,312.00,312.00,-0.93,-0.30,0.00,2012-02-14
2396,313.00,313.00,313.00,313.00,0.92,0.30,0.00,2012-02-13
2397,312.00,312.00,312.00,312.00,-0.22,-0.07,0.00,2012-02-12
2398,312.00,312.00,312.00,312.00,-0.34,-0.11,0.00,2012-02-09
2399,312.00,312.00,312.00,312.00,-0.64,-0.20,0.00,2012-02-08
2400,313.00,313.00,313.00,313.00,-0.87,-0.28,0.00,2012-02-07
2401,314.00,314.00,314.00,314.00,-0.76,-0.24,0.00,2012-02-06
2402,315.00,315.00,315.00,315.00,-1.73,-0.55,0.00,2012-02-05
2403,316.00,316.00,316.00,316.00,-0.33,-0.10,0.00,2012-02-02
2404,316.00,316.00,316.00,316.00,-0.33,-0.10,0.00,2012-02-02
2405,317.00,317.00,317.00,317.00,0.81,0.26,0.00,2012-02-01
2406,316.00,316.00,316.00,316.00,-0.57,-0.17,0.00,2012-01-31
2407,317.00,317.00,317.00,317.00,-0.15,-0.05,0.00,2012-01-29
2408,317.00,317.00,317.00,317.00,-0.92,-0.29,0.00,2012-01-26
2409,318.00,318.00,318.00,318.00,-0.25,-0.08,0.00,2012-01-25
2410,318.00,318.00,318.00,318.00,-2.34,-0.73,0.00,2012-01-23
2411,320.00,320.00,320.00,320.00,-0.35,-0.11,0.00,2012-01-22
2412,321.00,321.00,321.00,321.00,0.61,0.19,0.00,2012-01-19
2413,320.00,320.00,320.00,320.00,-2.21,-0.69,0.00,2012-01-18
2414,322.00,322.00,322.00,322.00,-0.03,-0.01,0.00,2012-01-17
2415,322.00,322.00,322.00,322.00,-1.42,-0.44,0.00,2012-01-16
2416,324.00,324.00,324.00,324.00,2.19,0.68,0.00,2012-01-12
2417,321.00,321.00,321.00,321.00,1.79,0.56,0.00,2012-01-11
