Date,open,high,low,close,MA20,MA50,Daily_Returns,Volatility,EMA20,EMA50,RSI,Bollinger_MA20,Bollinger_Upper,Bollinger_Lower,EMA12,EMA26,MACD,MACD_Signal
2020-07-28,19600.0,19600.0,19210.0,19210.0,20164.3,19392.6,-0.01989795918367343,0.04818905958049607,19644.521408847115,19579.219095772,31.460674157303373,20164.3,22737.68197299729,17590.91802700271,19594.749999507447,19637.524261884715,-42.774262377268315,44.13203005175639
2020-07-29,19210.0,19210.0,19210.0,19210.0,20143.15,19382.88,0.0,0.0426632327060721,19603.138417528342,19564.739915545648,39.3507521773555,20143.15,22741.74729570844,17544.552704291564,19535.557691890917,19605.855798041404,-70.298106150487,21.24600281130771
2020-07-30,19210.0,19210.0,19210.0,19210.0,20023.85,19362.08,0.0,0.03556894274668558,19565.696663478022,19550.828546308563,50.12607160867372,20023.85,22559.935194899714,17487.764805100283,19485.47189313847,19576.533146334634,-91.0612531961633,-1.2154483901864914
2020-08-02,19210.0,19210.0,19210.0,19210.0,19817.85,19342.38,0.0,0.02940376390619263,19531.82079076583,19537.46272096313,44.77945281965383,19817.85,21840.548174534004,17795.151825465993,19443.0916018864,19549.38254290244,-106.29094101603914,-22.230546915357024
2020-08-03,19210.0,19210.0,19210.0,19210.0,19678.35,19334.58,0.0,0.027212472051624033,19501.171191645273,19524.62104563124,50.26637417737386,19678.35,21434.674544400375,17922.02545559962,19407.23135544234,19524.24309528004,-117.01173983769695,-41.18678549982501
2020-08-05,19210.0,19210.0,19210.0,19210.0,19516.85,19346.36,0.0,0.026550513743976354,19473.440601964772,19512.282965410406,50.37688442211056,19516.85,20706.56084943493,18327.139150565068,19376.888069989676,19500.965828963,-124.07775897332249,-57.764980194524504
2020-08-10,19210.0,19000.0,19000.0,19000.0,19389.2,19330.44,-0.010931806350858886,0.025477893427383345,19428.35102082527,19492.193437355094,40.55131185652607,19389.2,20117.36180966366,18661.03819033634,19318.905289991264,19463.857249039815,-144.95195904855063,-75.20237596532974
2020-08-11,19000.0,19000.0,19000.0,19000.0,19324.9,19322.42,0.0,0.022251331208023785,19387.555685508578,19472.891733929402,41.50237933378654,19324.9,19937.5868866335,18712.213113366503,19269.842937684916,19429.497452814645,-159.65451512972868,-92.09280379820953
2020-08-13,19000.0,19000.0,19000.0,19000.0,19314.9,19322.16,0.0,0.01881083351979432,19350.645620222047,19454.346960049817,47.826086956521735,19314.9,19942.51701362335,18687.282986376653,19228.328639579544,19397.68282668023,-169.35418710068552,-107.54508045870473
2020-08-16,19000.0,18620.0,17884.0,18200.0,19245.7,19320.94,-0.04210526315789476,0.020337312466089,19241.060323058042,19405.15688318512,40.13806706114398,19245.7,20033.21497228876,18458.185027711243,19070.124233490384,19308.96558025947,-238.84134676908798,-133.8043337207814
