,Date,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
177,2020-08-02,18.0,2700.0,2671.0,2671.0,577.0,1550066.0,2725.0,-54.0
178,2020-08-03,11.0,2725.0,2671.0,2701.0,1318.0,3546370.0,2671.0,30.0
179,2020-08-05,16.0,2701.0,2655.0,2690.0,860.0,2307640.0,2701.0,-11.0
182,2020-08-10,10.0,2740.0,2700.0,2740.0,440.0,1203700.0,2700.0,40.0
183,2020-08-11,13.0,2700.0,2675.0,2675.0,1044.0,2802655.0,2740.0,-65.0
185,2020-08-13,5.0,2660.0,2658.0,2658.0,195.0,518530.0,2656.0,2.0
186,2020-08-16,16.0,2703.0,2650.0,2703.0,660.0,1764545.0,2658.0,45.0
187,2020-08-17,6.0,2740.0,2720.0,2730.0,670.0,1832250.0,2703.0,27.0
188,2020-08-18,23.0,2770.0,2705.0,2770.0,990.0,2707640.0,2730.0,40.0
190,2020-08-20,1.0,2760.0,2760.0,2760.0,20.0,55200.0,2711.0,49.0
191,2020-08-23,4.0,2760.0,2750.0,2750.0,90.0,247670.0,2760.0,-10.0
192,2020-08-24,13.0,2861.0,2753.0,2802.0,835.0,2360845.0,2750.0,52.0
193,2020-08-25,9.0,2820.0,2750.0,2800.0,250.0,693010.0,2802.0,-2.0
194,2020-08-26,23.0,2800.0,2750.0,2789.0,665.0,1842935.0,2800.0,-11.0
195,2020-08-27,6.0,2756.0,2750.0,2755.0,170.0,468170.0,2789.0,-34.0
197,2020-08-31,19.0,2902.0,2820.0,2880.0,1230.0,3528330.0,2810.0,70.0
200,2020-09-06,28.0,3000.0,2898.0,2995.0,2190.0,6528840.0,2900.0,95.0
204,2020-09-10,23.0,3514.0,3362.0,3370.0,600.0,2047580.0,3495.0,-125.0
205,2020-09-13,40.0,3350.0,3240.0,3275.0,1185.0,3868835.0,3370.0,-95.0
206,2020-09-14,26.0,3340.0,3210.0,3271.0,935.0,3065870.0,3275.0,-4.0
209,2020-09-17,10.0,3320.0,3290.0,3300.0,570.0,1880650.0,3295.0,5.0
210,2020-09-21,20.0,3280.0,3235.0,3259.0,768.0,2490768.0,3300.0,-41.0
211,2020-09-22,33.0,3390.0,3265.0,3300.0,2615.0,8673337.0,3259.0,41.0
212,2020-09-23,34.0,3366.0,3257.0,3330.0,1332.0,4408261.0,3300.0,30.0
213,2020-09-24,55.0,3640.0,3350.0,3600.0,5435.0,18622470.0,3330.0,270.0
214,2020-09-27,26.0,3650.0,3530.0,3600.0,639.0,2299060.0,3600.0,0.0
215,2020-09-28,26.0,3567.0,3396.0,3545.0,660.0,2316000.0,3600.0,-55.0
216,2020-09-29,17.0,3480.0,3412.0,3448.0,429.0,1473719.0,3545.0,-97.0
217,2020-09-30,26.0,3450.0,3405.0,3406.0,632.0,2160825.0,3448.0,-42.0
218,2020-10-01,12.0,3543.0,3466.0,3480.0,370.0,1287500.0,3406.0,74.0
219,2020-10-04,15.0,3550.0,3520.0,3512.0,573.0,2025965.0,3480.0,32.0
220,2020-10-05,5.0,3500.0,3475.0,3475.0,290.0,1009720.0,3512.0,-37.0
221,2020-10-06,9.0,3500.0,3450.0,3495.0,438.0,1520680.0,3475.0,20.0
222,2020-10-07,15.0,3524.0,3450.0,3500.0,470.0,1642180.0,3495.0,5.0
223,2020-10-11,15.0,3457.0,3435.0,3435.0,565.0,1946655.0,3500.0,-65.0
225,2020-10-13,10.0,3445.0,3380.0,3445.0,200.0,679350.0,3440.0,5.0
226,2020-10-14,3.0,3445.0,3430.0,3436.0,80.0,274850.0,3445.0,-9.0
227,2020-10-15,15.0,3470.0,3405.0,3450.0,1250.0,4304930.0,3436.0,14.0
230,2020-10-20,28.0,3570.0,3475.0,3500.0,1172.0,4142159.0,3500.0,0.0
231,2020-10-21,15.0,3600.0,3475.0,3596.0,630.0,2262590.0,3500.0,96.0
232,2020-10-22,18.0,3641.0,3600.0,3624.0,800.0,2898720.0,3596.0,28.0
