,Date,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
119,2020-01-30,21.0,2455.0,2398.0,2400.0,1530.0,3701950.0,2458.0,-58.0
120,2020-02-02,17.0,2440.0,2400.0,2405.0,1940.0,4676130.0,2400.0,5.0
121,2020-02-03,12.0,2415.0,2392.0,2396.0,930.0,2230860.0,2405.0,-9.0
126,2020-02-10,6.0,2500.0,2450.0,2479.0,75.0,185040.0,2458.0,21.0
128,2020-02-12,41.0,2563.0,2412.0,2486.0,2450.0,6197025.0,2428.0,58.0
130,2020-02-16,119.0,2745.0,2549.0,2601.0,8993.0,24016774.0,2549.0,52.0
132,2020-02-18,60.0,2804.0,2700.0,2783.0,4433.0,12146967.0,2760.0,23.0
137,2020-02-25,28.0,3130.0,2930.0,3119.0,2005.0,6106005.0,2963.0,156.0
138,2020-02-26,15.0,3181.0,3100.0,3105.0,1315.0,4109325.0,3119.0,-14.0
139,2020-02-27,27.0,3098.0,2900.0,2950.0,689.0,2043122.0,3105.0,-155.0
140,2020-03-01,39.0,3009.0,2851.0,2851.0,2755.0,7976979.0,2950.0,-99.0
142,2020-03-03,30.0,2800.0,2687.0,2720.0,1502.0,4114710.0,2794.0,-74.0
144,2020-03-05,19.0,2760.0,2548.0,2665.0,647.0,1706685.0,2743.0,-78.0
149,2020-03-16,23.0,2531.0,2440.0,2498.0,2415.0,5978842.0,2487.0,11.0
150,2020-03-17,31.0,2460.0,2280.0,2300.0,1288.0,3040286.0,2498.0,-198.0
157,2020-07-01,2.0,2850.0,2797.0,2850.0,50.0,140380.0,2743.0,107.0
158,2020-07-05,38.0,2793.0,2565.0,2565.0,7408.0,19270025.0,2850.0,-285.0
161,2020-07-08,20.0,2800.0,2695.0,2800.0,1360.0,3705110.0,2750.0,50.0
162,2020-07-09,16.0,2745.0,2690.0,2740.0,1262.0,3418526.0,2800.0,-60.0
163,2020-07-12,18.0,2800.0,2686.0,2744.0,2113.0,5779830.0,2740.0,4.0
165,2020-07-14,8.0,2850.0,2760.0,2760.0,286.0,808470.0,2796.0,-36.0
166,2020-07-15,9.0,2815.0,2799.0,2815.0,499.0,1402646.0,2760.0,55.0
169,2020-07-21,21.0,2816.0,2720.0,2800.0,670.0,1853084.0,2707.0,93.0
170,2020-07-22,17.0,2800.0,2745.0,2760.0,1014.0,2812176.0,2800.0,-40.0
172,2020-07-26,4.0,2830.0,2770.0,2830.0,310.0,870700.0,2800.0,30.0
173,2020-07-27,22.0,2830.0,2744.0,2800.0,1935.0,5354470.0,2830.0,-30.0
174,2020-07-28,7.0,2755.0,2744.0,2744.0,240.0,659870.0,2800.0,-56.0
175,2020-07-29,9.0,2744.0,2710.0,2711.0,1693.0,4634160.0,2744.0,-33.0
176,2020-07-30,5.0,2725.0,2710.0,2725.0,150.0,408140.0,2711.0,14.0
