Date,open,high,low,close,MA20,MA50,Daily_Returns,Volatility,EMA20,EMA50,RSI,Bollinger_MA20,Bollinger_Upper,Bollinger_Lower,EMA12,EMA26,MACD,MACD_Signal
2020-10-11,3500.0,3457.0,3435.0,3435.0,3373.8,2988.28,-0.018571428571428572,0.0374191855073083,3339.525401503285,2983.359071275488,58.34363411619283,3373.8,3742.817814432341,3004.7821855676593,3430.9582958409273,3268.7353315226937,162.2229643182336,181.2708577319578
2020-10-13,3440.0,3445.0,3380.0,3445.0,3402.05,3011.18,0.0029112081513829047,0.03660530255658424,3349.5706013601152,3001.462637107822,61.95372750642674,3402.05,3689.359460888064,3114.7405391119364,3433.1185580192464,3281.7919736321237,151.3265843871227,175.28200306299078
2020-10-14,3445.0,3445.0,3430.0,3436.0,3424.1,3022.9,-0.002612481857764859,0.035980826375776695,3357.801972659152,3018.5033180055543,59.115281501340476,3424.1,3638.2498737357855,3209.9501262642143,3433.5618567855163,3293.214790400115,140.34706638540138,168.29501572747293
2020-10-15,3436.0,3470.0,3405.0,3450.0,3428.1,3040.6,0.004074505238649495,0.022957722585465922,3366.582737167804,3035.424756515141,58.21917808219178,3428.1,3640.9799018967715,3215.2200981032283,3436.090801895437,3304.8285096297363,131.26229226570058,160.88847103511847
2020-10-20,3500.0,3570.0,3475.0,3500.0,3439.35,3054.6,0.01449275362318847,0.022025603432804106,3379.289143151823,3053.643393514547,40.196078431372555,3439.35,3641.6829980632506,3237.0170019367492,3445.922986219216,3319.2856570645704,126.63732915464561,154.03824265902392
2020-10-21,3500.0,3600.0,3475.0,3596.0,3455.6,3071.72,0.027428571428571358,0.022622465671899687,3399.9282723754586,3074.9122800433884,49.66996699669967,3455.6,3653.150686367349,3258.049313632651,3469.011757570106,3339.783015800528,129.22874176957794,149.07634248113473
2020-10-22,3596.0,3641.0,3600.0,3624.0,3471.8,3089.32,0.007786429365962189,0.0226140023287967,3421.2684369111294,3096.4451318063925,56.82210708117444,3471.8,3668.7628337903802,3274.83716620962,3492.8561025593203,3360.83612574123,132.01997681809053,145.6650693485259
2020-10-28,3624.0,3645.0,3580.0,3580.0,3487.85,3105.72,-0.012141280353200834,0.022602659500473018,3436.385728633879,3115.4080678139853,62.547528517110266,3487.85,3662.895588047048,3312.804411952952,3506.2628560117328,3377.070486797435,129.19236921429774,142.37052932168027
2020-10-29,3580.0,3640.0,3590.0,3620.0,3503.85,3121.82,0.011173184357541999,0.022579811501386614,3453.872802097319,3135.195986723241,70.41984732824427,3503.85,3664.506908053352,3343.1930919466477,3523.7608781637737,3395.065265553181,128.6956126105929,139.6355459794628
2020-11-02,3656.0,3845.0,3660.0,3725.0,3523.6,3140.32,0.02900552486187835,0.02320600980327209,3479.6944399928125,3158.325555871349,72.07207207207207,3523.6,3691.2354440602085,3355.9645559397914,3554.7207430616545,3419.5048755122048,135.21586754944974,138.75161029346017
2020-11-03,3725.0,3869.0,3799.0,3869.0,3537.05,3162.5,0.03865771812080543,0.017106649651246066,3516.771159993497,3186.19514191561,76.76161919040479,3537.05,3763.3841498060365,3310.715850193964,3603.0713979752463,3452.800810659449,150.27058731579746,141.05540569792763
2020-11-04,3869.0,3900.0,3869.0,3890.0,3551.55,3183.7,0.005427759110881336,0.017087106627484742,3552.31676380364,3213.795332428723,81.87403993855607,3551.55,3826.7475175836635,3276.352482416337,3647.2142598252085,3485.185935795786,162.0283240294225,145.24998936422662
2020-11-05,3890.0,3890.0,3850.0,3888.0,3568.7,3205.46,-0.0005141388174807471,0.016519040124586933,3584.2865958223406,3240.234731157009,81.04265402843602,3568.7,3882.256240233668,3255.1437597663316,3684.2582198520995,3515.024014625728,169.2342052263716,150.04683253665561
2020-11-08,3888.0,4276.0,3888.0,4275.0,3610.05,3236.08,0.09953703703703698,0.02547550091486909,3650.0688247916414,3280.8137613077142,88.17733990147784,3610.05,4049.452213539211,3170.6477864607896,3775.141570644084,3571.318532060859,203.82303858322484,160.80207374596947
2020-11-09,4275.0,4701.0,4273.0,4500.0,3664.75,3271.86,0.05263157894736836,0.02646104685673408,3731.0146510019613,3328.624986354471,95.31914893617021,3664.75,4246.5142405467595,3082.9857594532405,3886.658252083456,3640.109751908203,246.54850017525268,177.95135903182614
2020-11-10,4500.0,4950.0,4500.0,4950.0,3738.25,3316.36,0.10000000000000009,0.03267046557146539,3847.1084937636792,3392.208320222923,96.59442724458205,3738.25,4548.360551260233,2928.1394487397674,4050.2492902244626,3737.138659174262,313.1106310502005,204.98321343550103
2020-11-11,4950.0,5445.0,5049.0,5445.0,3834.9,3371.84,0.10000000000000009,0.03732321274560916,3999.2886372147573,3472.7099547239845,97.81056639695383,3834.9,4939.179503138871,2730.620496861129,4264.826322497623,3863.6469066428353,401.1794158547873,244.2224539193583
2020-11-12,5445.0,5989.0,5553.0,5989.0,3960.6,3437.6,0.09990817263544538,0.04019207182202131,4188.784957480018,3571.387995715201,98.25161535537818,3960.6,5410.603034479584,2510.5969655204162,4530.083811344142,4021.0804691137364,509.0033422304059,297.17863158156786
2020-11-18,5989.0,6587.0,6108.0,6587.0,4115.2,3515.54,0.09984972449490725,0.04283228043837278,4417.186390100969,3689.64729000088,98.55300408933627,4115.2,5961.395929614817,2269.0040703851832,4846.532455752736,4211.148582512719,635.3838732400163,364.8196799132576
2020-11-19,6587.0,7245.0,6916.0,7242.0,4302.3,3605.58,0.09943828753605577,0.04459759593446678,4686.216257710401,3828.9552394126104,98.76939539860888,4302.3,6591.329497867004,2013.270502132997,5215.065924098468,4435.656094919184,779.4098291792834,447.7377097664628
2020-11-22,7242.0,7966.0,6518.0,6801.0,4470.6,3688.1,-0.06089478044739027,0.048272163462056934,4887.624233166553,3945.506014337606,88.26788725608287,4470.6,6975.885393974739,1965.3146060252625,5459.055781929473,4610.8667545548,848.1890273746731,527.8279732881049
2020-11-23,6801.0,7400.0,6200.0,6900.0,4643.35,3772.94,0.014556682840758617,0.04792344361897738,5079.279068103071,4061.368523579268,89.46742748454588,4643.35,7321.386930290544,1965.3130697094562,5680.739507786478,4780.432180143333,900.3073276431442,602.3238441591127
2020-11-24,6900.0,7590.0,6900.0,7450.0,4844.05,3867.88,0.07971014492753614,0.047932529299132526,5305.0620139980165,4194.256032458513,90.60644614079729,4844.05,7734.339329898708,1953.7606701012928,5952.9334296654815,4978.177944577161,974.7554850883207,676.8101723449543
2020-11-25,7450.0,8189.0,7505.0,8000.0,5071.55,3973.28,0.0738255033557047,0.047679103010243654,5561.722774569634,4343.500893930728,91.41639217205967,5071.55,8205.806864830458,1937.293135169543,6267.866748178485,5202.016615349223,1065.8501328292623,754.6181644418159
2020-11-26,8000.0,7996.0,7407.0,7506.0,5271.85,4068.0,-0.06174999999999997,0.052921716736891604,5746.892034134431,4467.520466717759,82.99764108147342,5271.85,8494.020388189663,2049.6796118103375,6458.348786920256,5372.68205124928,1085.6667356709759,820.827878687648
2020-11-29,7506.0,7809.0,7400.0,7500.0,5467.05,4162.8,-0.0007993605115906854,0.0536511265163846,5913.8546975501995,4586.441232728827,82.84206695778748,5467.05,8734.446612144391,2199.65338785561,6618.602819701755,5530.261158564149,1088.341661137606,874.3306351776396
2020-11-30,6000.0,6600.0,6300.0,6550.0,5613.35,4238.8,-0.1266666666666667,0.06496799273202267,5974.439964450181,4663.443537327697,70.65487274984481,5613.35,8794.157793792741,2432.54220620726,6608.048539747639,5605.797369040879,1002.2511707067597,899.9147422834637
2020-12-01,6550.0,6800.0,6003.0,6255.0,5747.1,4307.86,-0.04503816793893134,0.06654298962404122,6001.159967835878,4725.857516256023,65.58564231738035,5747.1,8789.873243363088,2704.3267566369123,6553.733379786463,5653.886452815628,899.8469269708348,899.901179220938
2020-12-02,6255.0,6600.0,6027.0,6125.0,5872.35,4374.36,-0.02078337330135893,0.0674070947684511,6012.954256613413,4780.725848951865,62.98545628895638,5872.35,8748.100906056403,2996.5990939435974,6487.774398280853,5688.7837526070625,798.9906456737908,879.7190725115087
2020-12-03,6125.0,6200.0,5700.0,5700.0,5971.1,4432.58,-0.06938775510204087,0.07089218773004836,5983.149089316898,4816.775815659636,56.017329910141214,5971.1,8666.350864215176,3275.849135784826,6366.578337006876,5689.61458574728,676.9637512595955,839.168008261126
2020-12-06,5700.0,5700.0,5262.0,5292.0,6042.25,4483.32,-0.07157894736842108,0.07390461900453418,5917.325366524813,4835.412058182787,48.75508543531327,6042.25,8574.02274069501,3510.4772593049884,6201.258592851971,5660.161653469704,541.096939382267,779.5537944853543
2020-12-07,5292.0,5619.0,4996.0,5615.0,6128.5,4538.02,0.06103552532123957,0.07443605417110456,5888.53247447483,4865.984134332482,46.84334908845375,6128.5,8461.263394052556,3795.7366059474452,6111.064963182437,5656.816345805281,454.2486173771558,714.4927590637146
2020-12-08,5615.0,5505.0,5350.0,5400.0,6204.1,4586.12,-0.03829029385574356,0.0754866872106535,5842.005572143895,4886.925932986111,39.28893701497925,6204.1,8318.96188674344,4089.2381132565615,6001.670353462062,5637.792912782668,363.87744067939366,644.3696953868505
2020-12-09,5400.0,5340.0,5100.0,5135.0,6247.1,4621.42,-0.04907407407407405,0.07447676225057902,5774.67170813019,4896.654327770969,29.54766064841779,6247.1,8227.509941613636,4266.690058386364,5868.336452929437,5600.548993317286,267.787459612151,569.0532482319106
2020-12-10,5135.0,5240.0,5100.0,5240.0,6284.1,4660.72,0.020447906523855863,0.07389429895999378,5723.750593070173,4910.118863936814,33.790238836967816,6284.1,8151.500320738635,4416.699679261365,5771.669306324908,5573.841660478968,197.82764584593951,494.80812775471645
2020-12-13,5240.0,5300.0,5105.0,5150.0,6294.1,4698.3,-0.01717557251908397,0.0709899236357045,5669.1076794444425,4919.525967311841,31.793591344153143,6294.1,8133.349492248635,4454.8505077513655,5676.0278745826145,5542.4459819249705,133.58189265764395,422.562880735302
2020-12-14,5150.0,5665.0,5150.0,5640.0,6303.85,4745.1,0.09514563106796126,0.07065323898540875,5666.335519497353,4947.77985094667,30.931310577328276,6303.85,8126.136507602329,4481.563492397671,5670.485124646828,5549.672205486084,120.81291916074406,362.2128884203904
2020-12-15,5640.0,6103.0,5500.0,5500.0,6279.4,4789.92,-0.024822695035460973,0.06717264470494798,5650.494041449986,4969.435543066409,21.171586715867164,6279.4,8132.337741448489,4426.46225855151,5644.256643931931,5545.9927828574855,98.26386107444523,309.4230829512014
2020-12-16,5500.0,5775.0,5451.0,5575.0,6228.8,4835.42,0.013636363636363669,0.0629164836470627,5643.3041327404635,4993.183168828511,25.351033954557053,6228.8,8101.535190766933,4356.0648092330675,5633.60177563471,5548.141465608783,85.46031002592736,264.6305283661466
2020-12-17,5575.0,5686.0,5355.0,5423.0,6137.85,4877.28,-0.027264573991031438,0.057872910282407534,5622.322786765181,5010.0387308352365,24.44006891459513,6137.85,7979.828487216515,4295.871512783486,5601.20150246014,5538.87172741554,62.329775044599955,224.1703777018373
2020-12-20,5423.0,5420.0,5110.0,5200.0,6057.8,4909.28,-0.04112115065461919,0.05717194141673112,5582.1015689780215,5017.48819237111,29.76618705035972,6057.8,7917.502138006321,4198.0978619936795,5539.478194389349,5513.770117977351,25.708076411997354,184.47791744386933
2020-12-21,5200.0,5196.0,4799.0,5060.0,5965.8,4938.48,-0.02692307692307694,0.05691845555583946,5532.377610027734,5019.155322082047,31.21659855391387,5965.8,7832.114194792567,4099.485805207433,5465.712318329448,5480.157516645696,-14.445198316248025,144.69329429184586
2020-12-22,5060.0,5320.0,5161.0,5270.0,5856.8,4972.98,0.04150197628458496,0.0541889129418188,5507.389266215569,5028.992368274909,36.89052437902484,5856.8,7609.303724750158,4104.296275249842,5435.6027308941475,5464.590293190459,-28.987562296311808,109.95712297421433
2020-12-23,5270.0,5355.0,5190.0,5250.0,5719.3,5009.02,-0.003795066413662229,0.050057643988360954,5482.876002766467,5037.6593342249125,42.1218487394958,5719.3,7169.185962847829,4269.414037152172,5407.04846460274,5448.694715917091,-41.6462513143515,79.63644811650117
2020-12-27,5304.0,5454.0,5150.0,5350.0,5611.5,5047.9,0.01904761904761898,0.04973925325976,5470.221145360136,5049.90798778472,51.13814756671899,5611.5,6798.887490515037,4424.112509484963,5398.27177774078,5441.383996219529,-43.11221847874913,55.08671479745111
2020-12-28,5350.0,5295.0,5139.0,5190.0,5496.0,5082.1,-0.029906542056074792,0.049709368028137794,5443.533417230599,5055.401792185319,41.090146750524106,5496.0,6296.183926225397,4695.816073774603,5366.22996578066,5422.762959462527,-56.53299368186708,32.76277310158747
2020-12-29,5190.0,5293.0,5185.0,5191.0,5428.05,5115.68,0.00019267822736024343,0.04256660408143498,5419.48261558959,5060.719368962366,45.18654997696914,5428.05,6065.671063840154,4790.428936159847,5339.271509506712,5405.595332835673,-66.32382332896032,12.945453815477912
2020-12-30,5191.0,5710.0,5250.0,5710.0,5400.8,5160.38,0.09998073588903877,0.048367136845665626,5447.150937914391,5086.181354493254,61.85567010309279,5400.8,5926.349577009395,4875.250422990605,5396.306661890296,5428.143826699697,-31.837164809400747,3.98893009050218
2020-12-31,5710.0,6281.0,5700.0,6281.0,5408.6,5216.1,0.10000000000000009,0.05337152349700638,5526.565134303496,5133.036987650381,68.00415081286752,5408.6,5981.869625183397,4835.330374816604,5532.413329291789,5491.318358055274,41.09497123651454,11.410138319704652
2021-01-03,6281.0,6909.0,6406.0,6909.0,5469.05,5284.28,0.09998407896831707,0.05476980639875916,5658.225597703163,5202.682595977817,75.64887722368037,5469.05,6346.15444075949,4591.94555924051,5744.195894016129,5596.331813014142,147.86408100198696,38.70092685616112
2021-01-04,6909.0,7254.0,6777.0,6895.0,5549.2,5353.48,-0.0020263424518743856,0.05134830954834836,5776.013636017147,5269.047984370844,71.24957670165932,5549.2,6627.965298116819,4470.43470188318,5921.242679552109,5692.529456494576,228.71322305753256,76.70338609643541
2021-01-05,6895.0,6887.0,6210.0,6470.0,5591.95,5413.98,-0.061638868745467756,0.05280673882712294,5842.107575444085,5316.144141846497,64.97838171710933,5591.95,6746.777938881403,4437.122061118596,6005.666882697938,5750.1198671246075,255.5470155733301,112.47211199181436
2021-01-06,6470.0,6848.0,6290.0,6400.0,5641.95,5473.26,-0.010819165378670781,0.05187759858814089,5895.240187306553,5358.648293146635,62.75904732446644,5641.95,6847.27423678838,4436.625763211619,6066.333516129024,5798.259136226488,268.07437990253584,143.59256557395867
2021-01-07,6400.0,7000.0,6411.0,6740.0,5722.2,5539.06,0.05312500000000009,0.05079863545522249,5975.693502801167,5412.8189483173555,69.24875767319497,5722.2,6997.119621821423,4447.280378178577,6169.974513647636,5868.01771872823,301.9567949194061,175.26541144304815
2021-01-10,6740.0,7151.0,6874.0,6988.0,5809.6,5608.82,0.03679525222551927,0.05102398384034995,6072.103645391531,5474.590754265695,75.94312246082414,5809.6,7181.322144643471,4437.87785535653,6295.824588471076,5950.979369192805,344.84521927827063,209.18137301009267
2021-01-11,6988.0,7000.0,6850.0,6950.0,5899.6,5675.9,-0.005437893531768712,0.05069242053665369,6155.712822020909,5532.449940372923,78.25956937799043,5899.6,7324.280411069174,4474.919588930827,6396.466959475526,6024.980897400746,371.4860620747804,241.64231082303024
2021-01-12,6950.0,6989.0,6815.0,6900.0,5962.6,5741.42,-0.007194244604316502,0.04736912197305051,6226.5973151617745,5586.079354475946,75.5967336683417,5962.6,7449.041940374827,4476.158059625173,6473.933581094676,6089.797127222912,384.1364538717635,270.1411394327769
2021-01-13,6900.0,6949.0,6801.0,6930.0,6034.1,5808.42,0.004347826086956497,0.04664626866632317,6293.588047051129,5638.782124888655,76.29931120851597,6034.1,7563.791389584331,4504.4086104156695,6544.097645541649,6152.034377058252,392.0632684833972,294.525565242901
2021-01-17,6930.0,7623.0,7068.0,7623.0,6136.5,5888.48,0.10000000000000009,0.05057676815606148,6420.198709236736,5716.594590579296,80.01056245048852,6136.5,7804.710828528898,4468.289171471102,6710.082623150627,6260.994793572456,449.0878295781713,325.43801810995507
2021-01-18,7623.0,8385.0,7775.0,8100.0,6270.35,5975.98,0.06257378984651707,0.05043317543268745,6580.179784547523,5810.061469380108,85.453216374269,6270.35,8117.5007817518135,4423.199218248187,6923.916065742838,6397.217401455978,526.6986642868605,365.6901473453362
2021-01-19,8100.0,8500.0,7575.0,8174.0,6419.05,6062.08,0.009135802469135701,0.048361781356585705,6731.972186019188,5902.764941169124,85.70744553507302,6419.05,8378.79428783049,4459.305712169511,7116.236671013171,6528.8309272740535,587.4057437391175,410.03326662409245
2021-01-20,8174.0,8200.0,7938.0,8180.0,6575.05,6147.88,0.0007340347443112183,0.047212396576353295,6869.8795968745035,5992.06827680955,83.70633187772926,6575.05,8575.578716956705,4574.521283043296,7279.892567780376,6651.139747475976,628.7528203044003,453.77717736015404
2021-01-21,8180.0,8200.0,8050.0,8199.0,6721.5,6234.1,0.002322738386308032,0.047318768215082116,6996.462492410265,6078.61461889545,80.81619537275064,6721.5,8748.43198286423,4694.568017135772,7421.293711198779,6765.796062477755,655.4976487210242,494.1212716323281
2021-01-24,8199.0,8213.0,7900.0,8000.0,6859.0,6308.6,-0.024271252591779535,0.04815166771649224,7092.037493133097,6153.9630652132755,70.33171822586657,6859.0,8838.169310062875,4879.8306899371255,7510.325447937428,6857.218576368292,653.1068715691363,525.9183916196897
2021-01-25,8000.0,8800.0,8000.0,8250.0,7004.0,6383.6,0.03125,0.04818495351574668,7202.319636644231,6236.1605920676575,73.21000342583076,7004.0,8942.18026427939,5065.81973572061,7624.121532870132,6960.387570711382,663.7339621587498,553.4815057275018
