Date,No. Of Transaction,high,low,close,volume,Amount,open,Difference Rs.,MA20,MA50,Daily_Returns,Volatility,EMA20,EMA50,RSI,Bollinger_MA20,Bollinger_Upper,Bollinger_Lower,EMA12,EMA26,MACD,MACD_Signal
2020-08-17,89.0,590.0,570.0,576.0,14509.0,8358019.0,575.0,1.0,596.9,560.94,0.0017391304347826875,0.02593197595247613,589.755092661283,585.5154135720014,38.036809815950924,596.9,628.6417208434789,565.1582791565211,588.078002589007,588.6366186476505,-0.5586160586434517,4.0728726085346825
2020-08-18,149.0,600.0,574.0,600.0,21875.0,12901910.0,576.0,24.0,597.4,565.68,0.04166666666666674,0.024124229434694666,590.7307981221131,586.0834365691778,47.77777777777777,597.4,628.9988007767129,565.8011992232871,589.9121560368521,589.4783505996764,0.43380543717569253,3.3450591742628846
2020-08-20,98.0,599.0,588.0,599.0,25565.0,15120495.0,582.0,17.0,597.35,570.56,-0.0016666666666667052,0.023838614955001877,591.5183411581023,586.5899684684258,43.452380952380956,597.35,628.9346398378118,565.7653601621882,591.3102858773365,590.1836579626633,1.1266279146731222,2.9013729223449323
2020-08-23,760.0,640.0,596.0,631.0,115729.0,71987381.0,599.0,32.0,598.75,575.98,0.05342237061769617,0.026646915276070906,595.2784991430449,588.3315383324091,51.530612244897966,598.75,633.6928104193134,563.8071895806866,597.4163957423616,593.2070907061698,4.209305036191836,3.162959345114313
2020-08-24,641.0,656.0,635.0,650.0,113929.0,73822137.0,631.0,19.0,601.25,579.84,0.030110935023771823,0.02726921172117868,600.4900706532311,590.749909378197,57.692307692307686,601.25,643.0509065628219,559.4490934371781,605.5061810127675,597.4139728760831,8.092208136684349,4.14880910342832
2020-08-25,286.0,660.0,635.0,645.0,48845.0,31504509.0,650.0,-5.0,603.6,583.84,-0.007692307692307665,0.027351236945727657,604.7291115433995,592.8773639123854,63.15789473684211,603.6,649.6955529308423,557.5044470691578,611.5821531646494,600.9388637741511,10.643289390498353,5.447705160842327
2020-08-26,339.0,658.0,635.0,647.0,74973.0,48750590.0,645.0,2.0,605.2,587.1,0.0031007751937983663,0.026747292842613686,608.7549104440282,594.9998202295467,61.53846153846154,605.2,655.0317168076726,555.3682831923275,617.0310526777803,604.3507997908805,12.68025288689978,6.894214706053818
2020-08-27,452.0,680.0,637.0,680.0,146662.0,95188408.0,647.0,33.0,608.8,591.16,0.051004636785162205,0.028572513978998165,615.5401570684064,598.3331606127017,76.71957671957672,608.8,668.8406879584703,548.7593120415296,626.7185830350448,609.9544442508152,16.764138784229658,8.868199521688986
2020-08-31,1044.0,743.0,691.0,725.0,220413.0,157176759.0,686.0,39.0,614.0,595.76,0.06617647058823528,0.031452613950769766,625.9649040142725,603.3004876474977,80.86956521739131,614.0,693.3871260940574,534.6128739059426,641.8388010296534,618.4763372692734,23.362463760380024,11.767052369427194
2020-09-06,554.0,761.0,702.0,704.0,110113.0,78448561.0,725.0,-21.0,617.95,600.02,-0.0289655172413793,0.03253667372188493,633.3968179176751,607.2494881319095,78.15126050420167,617.95,706.9242127041082,528.9757872958919,651.4020624097068,624.8114233974753,26.590639012231463,14.73176969798805
2020-09-10,359.0,765.0,741.0,744.0,96306.0,72029044.0,741.0,3.0,624.25,605.36,0.05681818181818188,0.034109844027527175,643.9304543064679,612.6122533032071,79.03225806451613,624.25,729.579308162044,518.920691837956,665.6478989620596,633.6402068495141,32.00769211254544,18.18695418089953
2020-09-13,796.0,781.0,731.0,742.0,142937.0,107635717.0,744.0,-2.0,631.6,609.66,-0.0026881720430107503,0.03243403325236891,653.2704110391852,617.6862825854344,80.65843621399176,631.6,748.2432257152692,514.9567742847308,677.3943760448196,641.6668581939946,35.72751785082505,21.695066914884634
2020-09-14,431.0,750.0,728.0,731.0,90210.0,66547199.0,742.0,-11.0,637.9,614.08,-0.014824797843665749,0.03293374969569509,660.6732290354532,622.1299577781624,80.0,637.9,761.8743606769691,513.9256393230309,685.6413951148473,648.2841279574023,37.357267157444994,24.827506963396708
2020-09-17,528.0,758.0,718.0,738.0,95467.0,70969651.0,722.0,16.0,645.85,618.62,0.009575923392612928,0.03048952397129928,668.0376834130291,626.6738810025482,83.53909465020575,645.85,774.2347424940488,517.4652575059513,693.6965650971786,654.9297481087059,38.76681698847267,27.615368968411904
2020-09-21,242.0,747.0,726.0,738.0,45902.0,33789424.0,734.0,4.0,653.6,622.94,0.0,0.030596799452578465,674.7007611832169,631.0396111593111,83.47107438016529,653.6,784.694823054074,522.505176945926,700.5124781591511,661.0831001006536,39.42937805849749,29.978170786429025
2020-09-22,214.0,740.0,717.0,723.0,34593.0,25045930.0,738.0,-15.0,661.25,626.7,-0.020325203252032575,0.030482352984751507,679.3006886895772,634.6459009177695,76.39484978540773,661.25,789.6324467424538,532.8675532575462,703.9720969038972,665.6695371302349,38.302559773662324,31.64304858387569
2020-09-23,186.0,737.0,717.0,735.0,25181.0,18326961.0,723.0,12.0,668.0,630.86,0.016597510373443924,0.029007988388675684,684.6053850048556,638.5813557837394,77.8688524590164,668.0,797.0173386960472,538.9826613039528,708.7456204571438,670.8051269724397,37.94049348470412,32.902537564041374
2020-09-24,200.0,745.0,729.0,736.0,37231.0,27443835.0,735.0,1.0,675.15,634.7,0.0013605442176871652,0.028625668315090072,689.5001102424884,642.4016947726124,74.64788732394366,675.15,802.5057388205429,547.7942611794571,712.9386019252755,675.634376826333,37.30422509894254,33.78287507102161
2020-09-27,343.0,759.0,739.0,741.0,67890.0,50764511.0,736.0,5.0,683.0,637.94,0.006793478260869623,0.027972612976949907,694.4048616479657,646.2682949776079,72.8643216080402,683.0,805.9788171746835,560.0211828253165,717.2557400906178,680.4762748391972,36.77946525142056,34.3821931071014
2020-09-28,109.0,751.0,735.0,735.0,16237.0,11989655.0,741.0,-6.0,691.0,640.56,-0.0080971659919028,0.02763651954018344,698.2710653005404,649.7479696843684,72.5,691.0,804.8771267638941,577.1228732361059,719.9856262305227,684.515069295553,35.47055693496975,34.599865872675075
2020-09-29,139.0,749.0,733.0,738.0,26831.0,19775632.0,735.0,3.0,699.1,642.86,0.004081632653061273,0.027592526873157785,702.0547733671556,653.2088336183148,72.636815920398,699.1,800.9459104416285,597.2540895583716,722.7570683489039,688.4769160144009,34.280152334502986,34.53592316504066
2020-09-30,122.0,740.0,726.0,731.0,21336.0,15609453.0,738.0,-7.0,705.65,643.82,-0.009485094850948506,0.027145240293049384,704.8114616179026,656.2594675940671,64.57142857142857,705.65,796.966165629439,614.3338343705609,724.0252116798417,691.6267740874082,32.39843759243354,34.108426050519235
2020-10-01,525.0,767.0,728.0,758.0,83583.0,62849515.0,731.0,27.0,713.6,644.46,0.0369357045143639,0.02762043629316509,709.8770367019118,660.2492923942998,60.509554140127385,713.6,792.6879590276413,634.5120409723587,729.2521021906354,696.5433093401928,32.70879285044259,33.82849941050391
2020-10-04,1773.0,833.0,760.0,830.0,336924.0,271656974.0,758.0,72.0,723.55,646.88,0.0949868073878628,0.03208810984790423,721.3173189207773,666.906182888641,80.28846153846155,723.55,808.7209735581439,638.379026441856,744.7517787766915,706.4289901298082,38.32278864688328,34.727357257779786
2020-10-05,647.0,850.0,800.0,801.0,96288.0,78529840.0,830.0,-29.0,731.1,649.46,-0.034939759036144546,0.03365677623590223,728.906145690227,672.1647639518314,64.46700507614213,731.1,815.5870591149596,646.6129408850404,753.4053512725851,713.4342501201928,39.97110115239229,35.77610603670229
2020-10-06,419.0,820.0,790.0,797.0,72579.0,58041899.0,801.0,-4.0,738.7,652.6,-0.004993757802746579,0.033583137477422885,735.3912746721102,677.0602634047008,63.81909547738693,738.7,817.7472210637076,659.6527789362925,760.112220307572,719.6243056668452,40.487914640726785,36.718467757507185
2020-10-07,456.0,816.0,780.0,798.0,124674.0,99629695.0,797.0,1.0,746.25,656.76,0.0012547051442910462,0.03360896848325992,741.3540104176235,681.8029981731439,67.72486772486772,746.25,816.8082998959756,675.6917001040244,765.9411094910224,725.4299126544863,40.5111968365361,37.47701357331297
2020-10-11,279.0,799.0,773.0,774.0,47721.0,37224080.0,793.0,-19.0,750.95,661.26,-0.03007518796992481,0.03342710956782629,744.4631522826116,685.4185668722364,58.737864077669904,750.95,815.1650170992153,686.7349829007848,767.1809388000959,729.0276969023022,38.15324189779369,37.61225923820912
2020-10-13,226.0,779.0,763.0,767.0,35859.0,27592148.0,767.0,0.0,753.05,666.32,-0.009043927648578864,0.03052532195455783,746.6095187318867,688.6178387595997,56.8075117370892,753.05,816.4334612331529,689.666538766847,767.1531020616196,731.8404600947242,35.3126419668954,37.15233578394638
2020-10-14,179.0,777.0,755.0,756.0,21703.0,16502049.0,767.0,-11.0,755.65,669.78,-0.014341590612777066,0.02988142508529606,747.5038502812308,691.2602764553017,57.89473684210526,755.65,814.678182385953,696.6218176140469,765.4372402059857,733.6300556432632,31.80718456272257,36.08330553970162
2020-10-15,621.0,800.0,758.0,758.0,89177.0,68491597.0,756.0,2.0,756.35,673.8,0.002645502645502562,0.02717217047155599,748.5034835877802,693.8775205158781,55.77889447236181,756.35,815.1279944501241,697.5720055498759,764.2930494050648,735.4352367067252,28.85781269833967,34.638206971429234
2020-10-20,155.0,789.0,752.0,757.0,25685.0,19395188.0,752.0,5.0,757.1,677.14,-0.0013192612137202797,0.027163395666484666,749.3126756270392,696.3529118681968,55.27638190954774,757.1,815.4885352841758,698.7114647158243,763.1710418042857,737.032626580301,26.13841522398468,32.938248621940325
2020-10-21,92.0,763.0,755.0,760.0,14337.0,10900692.0,757.0,3.0,758.55,680.34,0.003963011889035695,0.026898549967395533,750.3305160435117,698.8488761086596,54.82233502538072,758.55,815.6352548018253,701.4647451981746,762.683189219011,738.7339135002787,23.949275718732224,31.140454041298703
2020-10-22,131.0,765.0,759.0,764.0,29493.0,22490556.0,760.0,4.0,759.85,683.56,0.0052631578947368585,0.026854221743794184,751.6323716584154,701.4038221436142,57.43589743589743,759.85,816.1434978015818,703.5565021984182,762.8857754930093,740.6054754632211,22.280300029788236,29.368423238996613
2020-10-28,261.0,778.0,756.0,770.0,53224.0,40587930.0,764.0,6.0,761.45,686.96,0.007853403141361293,0.02687987254949786,753.3816695957092,704.0938683340607,58.080808080808076,761.45,816.9419624336416,705.9580375663585,763.9802715710078,742.7828476511306,21.197423919877224,27.734223375172736
2020-10-29,198.0,766.0,741.0,750.0,26199.0,19790648.0,770.0,-20.0,762.8,690.0,-0.025974025974025983,0.027160059696164602,753.0596058246894,705.8941087915485,54.502369668246445,762.8,815.601913840911,709.9980861590889,761.8294605600835,743.3174515288247,18.5120090312588,25.88978050638995
2020-11-02,97.0,750.0,740.0,745.0,13892.0,10370359.0,743.0,2.0,763.3,692.6,-0.00666666666666671,0.02700753632859691,752.2920243175761,707.4276731526644,46.56084656084656,763.3,815.1747479385109,711.425252061489,759.2403127816091,743.4420847489117,15.798228032697352,23.871470011651432
2020-11-03,190.0,750.0,730.0,739.0,42630.0,31500625.0,745.0,-6.0,763.45,695.22,-0.008053691275167751,0.027083040916671932,751.0261172397118,708.6658036172659,13.00813008130082,763.45,815.0087554461678,711.8912445538323,756.1264185075154,743.1130414341776,13.013377073337779,21.6998514239887
2020-11-04,114.0,741.0,733.0,734.0,15817.0,11663256.0,739.0,-5.0,763.1,697.48,-0.006765899864682012,0.02708795721087155,749.4045822645012,709.6593015146279,16.161616161616152,763.1,815.390282885163,710.8097171148371,752.7223541217437,742.4380013279422,10.284352793801531,19.416751697951266
2020-11-05,170.0,740.0,728.0,728.0,31267.0,22957745.0,734.0,-6.0,762.75,699.54,-0.008174386920980936,0.027089156785015812,747.366050620263,710.3785445924857,15.841584158415841,762.75,815.9185502608633,709.5814497391367,748.9189150260909,741.3685197480945,7.550395277996358,17.043480413960285
2020-11-08,626.0,782.0,735.0,768.0,135628.0,103546800.0,728.0,40.0,764.25,702.54,0.05494505494505497,0.02976227166843035,749.3311886564284,712.6382095104275,39.285714285714285,764.25,816.156292083856,712.343707916144,751.8544665605384,743.3412219889765,8.513244571561927,15.337433245480614
2020-11-09,376.0,790.0,761.0,770.0,58150.0,44980869.0,768.0,2.0,766.2,706.04,0.0026041666666667407,0.029630643039315868,751.2996468796257,714.8876914904108,48.30508474576271,766.2,815.7223500845282,716.6776499154719,754.6460870896864,745.3159462860893,9.330140803597033,14.135974757103899
2020-11-10,480.0,800.0,774.0,781.0,117262.0,92550810.0,770.0,11.0,767.35,709.56,0.014285714285714235,0.028683246020624633,754.128251938709,717.4803310398065,55.73770491803278,767.35,817.1380772030692,717.5619227969308,758.7005352297347,747.9592095241568,10.741325705577879,13.457044946798696
2020-11-11,885.0,844.0,788.0,843.0,181162.0,148089989.0,781.0,62.0,768.0,714.84,0.0793854033290653,0.026114781508199892,762.5922279445463,722.4026709990297,75.14450867052022,768.0,821.4376173436676,714.5623826563324,771.6696836559294,754.9992680779229,16.67041557800644,14.099719073040246
2020-11-12,810.0,870.0,828.0,832.0,180191.0,152414172.0,843.0,-11.0,769.55,719.82,-0.013048635824436494,0.02495821467665482,769.2024919498276,726.700605469656,70.32967032967034,769.55,828.5289436110338,710.5710563889661,780.9512707857864,760.7030259980768,20.24824478770961,15.329424215974118
2020-11-18,1036.0,915.0,832.0,909.0,254631.0,227954002.0,832.0,77.0,775.15,726.6,0.09254807692307687,0.03201409842267009,782.5165403355583,733.8496013335911,79.45736434108527,775.15,860.4834635415662,689.8165364584338,800.6510752802808,771.6879870352564,28.963088245024437,18.056157021784184
2020-11-19,854.0,951.0,905.0,925.0,172831.0,161862767.0,909.0,16.0,781.5,733.1,0.017601760176017667,0.03206660386349403,796.0863936369336,741.3456953989404,80.44280442804428,781.5,889.8026947227553,673.1973052772447,819.7816790833144,783.0444324400521,36.737246643262324,21.792374946079814
2020-11-22,1268.0,940.0,890.0,900.0,227401.0,207377645.0,925.0,-25.0,787.8,739.24,-0.027027027027026973,0.031883426245437704,805.9829275762733,747.567432834276,73.28767123287672,787.8,908.2440905456477,667.3559094543522,832.1229592243429,791.707807814863,40.415151409479904,25.516930238759834
2020-11-23,781.0,940.0,890.0,913.0,146216.0,133490397.0,900.0,13.0,795.1,745.82,0.014444444444444482,0.03165301780878715,816.1750297118663,754.0549844878338,73.91304347826087,795.1,927.3547780452155,662.8452219547845,844.5655808821363,800.6924146433917,43.8731662387446,29.18817743875679
2020-11-24,855.0,994.0,915.0,980.0,156494.0,152302542.0,913.0,67.0,806.3,753.92,0.07338444687842283,0.03419412288805808,831.7774078345457,762.9155733314482,83.23699421965318,806.3,960.6981183414102,651.9018816585897,865.4016453618076,813.9744580031404,51.4271873586672,33.63597942273887
2020-11-25,1088.0,1078.0,990.0,1078.0,175213.0,185459340.0,980.0,98.0,822.3,763.96,0.10000000000000009,0.03912706255520728,855.2271785169698,775.2718253576659,87.92710706150342,822.3,1016.750480775142,627.8495192248579,898.1090845369142,833.5319055584633,64.57717897845089,39.824219333881274
2020-11-26,1539.0,1184.0,1066.0,1114.0,255508.0,289195532.0,1078.0,36.0,840.15,774.24,0.033395176252319025,0.03897301961959772,879.8722091344013,788.5552831867769,89.97867803837953,840.15,1071.4186066483132,608.8813933516867,931.3230715312351,854.3073199615401,77.015751569695,47.26252578104402
2020-11-29,1208.0,1140.0,1085.0,1090.0,217422.0,239842952.0,1114.0,-24.0,856.65,784.06,-0.021543985637342944,0.039937665885825833,899.8843796930298,800.3766446304328,86.47540983606558,856.65,1109.8861286272256,603.4138713727743,955.7349066802759,871.7660370014261,83.96886967884984,54.60379456060519
2020-11-30,863.0,1144.0,1049.0,1131.0,124890.0,137480874.0,1090.0,41.0,875.0,794.06,0.03761467889908254,0.04001038935409196,921.8953911508364,813.3422664096315,88.52772466539197,875.0,1152.0369536437513,597.9630463562487,982.6987671910027,890.9685527790982,91.73021441190451,62.02907853086505
2020-12-01,1059.0,1225.0,1091.0,1209.0,176124.0,203722982.0,1131.0,78.0,896.95,805.24,0.06896551724137923,0.04130317395339265,949.2386872317092,828.858255962195,89.3048128342246,896.95,1206.6034395603872,587.2965604396129,1017.51434146931,914.5264377584243,102.98790371088569,70.22084356686918
2020-12-02,515.0,1329.0,1209.0,1329.0,88571.0,114932801.0,1209.0,120.0,925.9,818.92,0.09925558312655092,0.04285603327573823,985.4064313048797,848.4716576891678,91.16347569955818,925.9,1282.4229157763684,569.3770842236315,1065.4352120124931,945.2281831096522,120.20702890284099,80.21808063406354
2020-12-03,1531.0,1395.0,1261.0,1319.0,180864.0,238282110.0,1329.0,-10.0,954.6,832.36,-0.007524454477050413,0.042894921261859544,1017.1772473710815,866.9237495444946,89.6755162241888,954.6,1340.9717326480718,568.2282673519284,1104.4451793951866,972.914984360789,131.5301950343976,90.48050351413035
2020-12-06,1371.0,1319.0,1188.0,1188.0,230711.0,286653473.0,1319.0,-131.0,977.05,842.52,-0.0993176648976497,0.05118808933857553,1033.4460809547882,879.5149750525537,73.09236947791165,977.05,1362.8524992415832,591.2475007584168,1117.2997671805426,988.8472077414714,128.45255943907125,98.07491469911854
2020-12-07,1305.0,1280.0,1134.0,1260.0,200247.0,243623830.0,1188.0,72.0,1003.35,853.22,0.06060606060606055,0.05118700750432219,1055.0226446733798,894.4359564230418,76.48514851485149,1003.35,1391.099390036507,615.600609963493,1139.253649152767,1008.9325997606217,130.32104939214526,104.52414163772389
2020-12-08,953.0,1300.0,1193.0,1228.0,128782.0,161321084.0,1260.0,-32.0,1028.35,863.7,-0.025396825396825418,0.05197734566394394,1071.4966785140102,907.5168993084127,70.9043250327654,1028.35,1405.6842926650738,651.0157073349261,1152.906933898495,1025.1598145931682,127.7471193053268,109.16873717124447
2020-12-09,758.0,1252.0,1171.0,1179.0,90439.0,107321479.0,1228.0,-49.0,1048.9,872.4,-0.03990228013029318,0.053665821416650356,1081.7350900841045,918.1632954139652,65.95477386934674,1048.9,1410.9926895001784,686.8073104998218,1156.921251760265,1036.555383882563,120.36586787770193,111.40816331253598
2020-12-10,789.0,1228.0,1158.0,1212.0,91137.0,109599592.0,1179.0,33.0,1071.0,881.8,0.027989821882951738,0.05345742821085948,1094.1412719808563,929.686303436947,69.40298507462686,1071.0,1414.9173707371228,727.0826292628772,1165.3949053356089,1049.5512813727437,115.8436239628652,112.29525544260183
2020-12-13,782.0,1300.0,1210.0,1300.0,106869.0,133643525.0,1212.0,88.0,1096.95,893.18,0.0726072607260726,0.05446443977747303,1113.7468651255367,944.2084091845178,72.0136518771331,1096.95,1426.7662008085538,767.1337991914463,1186.103381437823,1068.103038308096,118.00034312972684,113.43627298002684
2020-12-14,1212.0,1388.0,1315.0,1372.0,143723.0,194545775.0,1300.0,72.0,1123.4,905.86,0.055384615384615365,0.05351019224008223,1138.3424017802474,960.9845500008112,72.17194570135746,1123.4,1452.3116982765382,794.488301723462,1214.7028612166196,1090.6139243593482,124.08893685727139,115.56680575547577
2020-12-15,1045.0,1410.0,1322.0,1325.0,126544.0,172065546.0,1372.0,-47.0,1148.05,917.6,-0.034256559766763894,0.05452528075493996,1156.1193158964143,975.2596656870539,64.82593037214886,1148.05,1458.3791800652953,837.7208199347047,1231.671651798678,1107.9758558882852,123.69579591039292,117.1926037864592
2020-12-16,645.0,1351.0,1301.0,1326.0,77309.0,103161029.0,1325.0,1.0,1168.9,929.66,0.0007547169811321641,0.05235514167364393,1172.2984286681842,989.0141886012872,63.283208020050125,1168.9,1467.4127344546248,870.3872655453754,1246.1837053681122,1124.125792489153,122.05791287895931,118.16566560495923
2020-12-17,683.0,1350.0,1301.0,1309.0,104251.0,137719092.0,1326.0,-17.0,1188.1,941.14,-0.012820512820512775,0.052878568956774584,1185.317625937881,1001.5626517933936,63.84323640960809,1188.1,1469.4650185865485,906.7349814134514,1255.847750696095,1137.8201782306971,118.02757246539795,118.13804697704698
2020-12-20,1341.0,1310.0,1232.0,1232.0,223960.0,283421222.0,1309.0,-77.0,1204.7,951.06,-0.05882352941176472,0.05477389516627142,1189.7635663247495,1010.5994105465938,56.106408706166874,1204.7,1451.5556791240333,957.8443208759668,1252.178865973619,1144.7964613247198,107.38240464889918,115.98691851141743
2020-12-21,1061.0,1309.0,1180.0,1298.0,134143.0,167442311.0,1232.0,66.0,1223.95,962.2,0.0535714285714286,0.05536432404900477,1200.071798103345,1021.8700218977078,55.460122699386496,1223.95,1432.0284012160553,1015.8715987839448,1259.2282712084468,1156.1448715969627,103.08339961148408,113.40621473143077
2020-12-22,709.0,1355.0,1303.0,1337.0,84940.0,113629341.0,1298.0,39.0,1241.8,974.24,0.03004622496147924,0.05396221412989086,1213.1125792363596,1034.2280602546605,50.5449591280654,1241.8,1421.0118417140013,1062.5881582859986,1271.1931525609934,1169.5415477749655,101.65160478602797,111.05529274235022
2020-12-23,465.0,1370.0,1292.0,1320.0,89708.0,119354592.0,1337.0,-17.0,1253.9,985.88,-0.012715033657442087,0.05062351343278149,1223.2923335948017,1045.434802989772,50.06747638326585,1253.9,1418.6401782073438,1089.1598217926564,1278.7018983208407,1180.6866183101533,98.01528001068732,108.44729019601765
2020-12-27,659.0,1341.0,1295.0,1314.0,104798.0,137653453.0,1315.0,-1.0,1263.9,997.54,-0.004545454545454519,0.05046632064009721,1231.9311589667252,1055.966771499977,60.22727272727273,1263.9,1416.7341378233555,1111.0658621766447,1284.1323755022497,1190.5616836205122,93.5706918817375,105.47197053316162
2020-12-28,996.0,1384.0,1295.0,1375.0,157046.0,211755575.0,1314.0,61.0,1278.15,1009.88,0.04642313546423127,0.050554345834908664,1245.5567628746562,1068.477878499978,59.50413223140496,1278.15,1415.0268559114663,1141.2731440885339,1298.112010040365,1204.2237811301038,93.8882289102612,103.15522220858155
2020-12-29,1727.0,1497.0,1381.0,1453.0,192533.0,279380642.0,1375.0,78.0,1294.25,1022.34,0.05672727272727274,0.05122242767709738,1265.3132616484984,1083.557177382332,67.2811059907834,1294.25,1433.96983244674,1154.53016755326,1321.9409315726166,1222.6516491945406,99.289282378076,102.38203424248044
2020-12-30,1672.0,1580.0,1462.0,1580.0,224404.0,344469479.0,1453.0,127.0,1312.8,1037.92,0.08740536820371636,0.052418669494960844,1295.2834272057844,1103.0255233673386,77.50342935528121,1312.8,1496.4651415226197,1129.1348584773802,1361.642326715291,1249.1218974023523,112.52042931293863,104.40971325657209
2020-12-31,1378.0,1620.0,1520.0,1541.0,169268.0,268345863.0,1580.0,-39.0,1323.4,1052.8,-0.02468354430379749,0.04912829696343522,1318.6850055671384,1120.2009930392078,72.38095238095238,1323.4,1533.5612413562944,1113.2387586437058,1389.2358149129384,1270.7424975947706,118.49331731816778,107.22643406889122
2021-01-03,868.0,1612.0,1521.0,1603.0,119493.0,190164799.0,1541.0,62.0,1337.6,1068.9,0.040233614536015594,0.04946401774375315,1345.7626240845539,1139.134287429827,71.36812411847673,1337.6,1582.0847643514774,1093.1152356485225,1422.1226126186402,1295.3541644396023,126.76844817903793,111.13483689092057
2021-01-04,776.0,1640.0,1557.0,1560.0,123483.0,195752658.0,1603.0,-43.0,1356.2,1084.62,-0.02682470368059886,0.04321927700315054,1366.1661836955486,1155.638825177677,63.8235294117647,1356.2,1609.2168290637424,1103.1831709362577,1443.3345183696185,1314.9575596662985,128.37695870332004,114.58326125340047
2021-01-05,534.0,1600.0,1540.0,1573.0,57135.0,89799994.0,1560.0,13.0,1371.85,1100.74,0.008333333333333304,0.04184882530760392,1385.8646423912107,1172.0059300726703,69.19504643962848,1371.85,1638.1828151412249,1105.517184858775,1463.2830540050618,1334.071814505832,129.2112394992298,117.50885690256634
2021-01-06,396.0,1600.0,1540.0,1570.0,64120.0,100835191.0,1573.0,-3.0,1388.95,1117.02,-0.00190718372536558,0.04106709101833886,1403.4013431158573,1187.6135406580556,68.82716049382717,1388.95,1660.2645193701396,1117.6354806298605,1479.7010456965909,1351.547976394289,128.1530693023019,119.63769938251346
2021-01-07,524.0,1594.0,1570.0,1579.0,87829.0,139053392.0,1570.0,9.0,1408.95,1133.44,0.005732484076433231,0.0391891304942154,1420.1250247238709,1202.9620292597006,71.09375,1408.95,1674.0001243558465,1143.8998756441536,1494.9778078971153,1368.3962744391565,126.58153345795881,121.02646619760253
2021-01-10,552.0,1600.0,1566.0,1570.0,70598.0,111929890.0,1579.0,-9.0,1426.85,1149.7,-0.005699810006333128,0.03934466563152103,1434.398831893026,1217.3556751710848,79.54545454545455,1426.85,1684.1372856719079,1169.562714328092,1506.5196836052514,1383.3298837399598,123.18979986529166,121.45913293114036
